"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","29",29,"8849.7354118614","-15.7625460976","27","-7.8714425609"
"2",1,"sp|O13547|CCW14_YEAST","1","10",10,"3376.3003677396","-17.5161734657","10","-9.6678382710"
"3",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","45",45,"9897.2244314699","-15.2694473105","37","-7.0851675818"
"4",1,"sp|P00167ups|CYB5_HUMAN_UPS","1","71",71,"10533.6309582807","-15.1091510603","47","-6.6696427678"
"5",1,"sp|P00175|CYB2_YEAST","1","10",10,"2794.6172870855","-19.1011625550","8","-11.3019629227"
"6",1,"sp|P00358|G3P2_YEAST","1","134",134,"3047.1184467155","-18.1443928097","8","-10.4699880339"
"7",1,"sp|P00359|G3P3_YEAST","1","499",499,"79967.6752786375","-13.4304933477","253","-5.4869944592"
"8",1,"sp|P00360|G3P1_YEAST","1","31",31,"3096.7735262126","-18.1210725114","16","-9.4699880339"
"9",1,"sp|P00441ups|SODC_HUMAN_UPS","1","10",10,"2387.5221088198","-17.3786727094","6","-9.7673739445"
"10",1,"sp|P00445|SODC_YEAST","1","43",43,"11183.1847765959","-15.1603263041","36","-7.1918101418"
"11",1,"sp|P00447|SODM_YEAST","1","13",13,"3377.2164563819","-17.4851504550","11","-9.4997031286"
"12",1,"sp|P00560|PGK_YEAST","1","316",316,"85492.5254311058","-13.6595122913","271","-5.7132392793"
"13",1,"sp|P00709ups|LALBA_HUMAN_UPS","1","26",26,"2175.1358205071","-17.1982079758","13","-8.3370233898"
"14",1,"sp|P00729|CBPY_YEAST","1","4",4,"763.2580507629","-20.8218385879","4","-12.1502310381"
"15",1,"sp|P00812|ARGI_YEAST","1","8",8,"1051.6390790135","-19.6835376678","6","-10.8893644689"
"16",1,"sp|P00815|HIS2_YEAST","1","14",14,"1510.5746950923","-20.4237531280","9","-11.5670752940"
"17",1,"sp|P00817|IPYR_YEAST","1","29",29,"8124.5571727052","-16.5194167048","28","-8.4525006072"
"18",1,"sp|P00830|ATPB_YEAST","1","51",51,"10921.0069665632","-16.9249444601","44","-8.6326964649"
"19",1,"sp|P00899|TRPE_YEAST","1","10",10,"1349.2249145600","-19.9305100322","8","-11.0807905396"
"20",1,"sp|P00915ups|CAH1_HUMAN_UPS","1","44",44,"10986.2083170409","-15.9415451244","41","-7.7597644110"
"21",1,"sp|P00918ups|CAH2_HUMAN_UPS","1","24",24,"3073.1199358027","-17.7739031745","15","-9.2048662946"
"22",1,"sp|P00924|ENO1_YEAST","1","451",451,"21535.1218370578","-15.7196688483","69","-7.7579136153"
"23",1,"sp|P00925|ENO2_YEAST","1","554",554,"32352.9555723388","-15.1324628199","123","-6.9239235667"
"24",1,"sp|P00931|TRP_YEAST","1","26",26,"5441.4026719339","-18.3983867703","21","-10.1681975846"
"25",1,"sp|P00942|TPIS_YEAST","1","283",283,"72742.1450205361","-13.1462757063","254","-5.0604602262"
"26",1,"sp|P00950|PMG1_YEAST","1","55",55,"12761.5901026753","-15.6514299951","46","-7.5197538781"
"27",1,"sp|P01008ups|ANT3_HUMAN_UPS","1","101",101,"18826.6677392001","-15.8969806967","84","-7.4575186819"
"28",1,"sp|P01031ups|CO5_HUMAN_UPS","1","7",7,"659.0244498380","-18.1878484297","3","-9.7194394675"
"29",1,"sp|P01112ups|RASH_HUMAN_UPS","1","19",19,"3979.2647068147","-16.9465395112","18","-8.4872660253"
"30",1,"sp|P01127ups|PDGFB_HUMAN_UPS","1","33",33,"5566.9013254072","-15.6681087729","23","-7.3395709713"
"31",1,"sp|P01344ups|IGF2_HUMAN_UPS","1","9",9,"2575.2728510327","-16.0781628555","9","-7.9911127916"
"32",1,"sp|P01375ups|TNFA_HUMAN_UPS","1","21",21,"6005.0118844552","-16.0852526072","19","-8.1416418380"
"33",1,"sp|P01579ups|IFNG_HUMAN_UPS","1","16",16,"1672.2829285005","-17.7948513430","6","-9.6698574386"
"34",1,"sp|P02144ups|MYG_HUMAN_UPS","1","48",48,"12399.0973616332","-15.0020236092","47","-6.7977475936"
"35",1,"sp|P02293|H2B1_YEAST","2","14",14,"1401.6314191048","-17.9231149410","10","-8.8064435092"
"36",1,"sp|P02400|RLA4_YEAST","1","25",25,"6008.7293028929","-15.5710987440","24","-7.2913458154"
"37",1,"sp|P02406|RL28_YEAST","1","42",42,"4564.0009553466","-16.4056683863","28","-7.5067622010"
"38",1,"sp|P02407|RS17A_YEAST","2","20",20,"4148.0229326832","-16.4118379305","20","-7.8604833489"
"39",1,"sp|P02557|TBB_YEAST","1","12",12,"2106.5732603353","-19.1379512251","12","-10.3460364569"
"40",1,"sp|P02741ups|CRP_HUMAN_UPS","1","5",5,"635.1125568891","-19.7321544784","4","-10.7953883207"
"41",1,"sp|P02753ups|RET4_HUMAN_UPS","1","7",7,"1961.0462634010","-18.0562270798","7","-9.9386453717"
"42",1,"sp|P02768ups|ALBU_HUMAN_UPS","1","167",167,"32751.4265738020","-15.5331376751","130","-7.2624053484"
"43",1,"sp|P02787ups|TRFE_HUMAN_UPS","1","103",103,"14949.4292148058","-16.8820482270","75","-8.2733976763"
"44",1,"sp|P02788ups|TRFL_HUMAN_UPS","1","112",112,"19569.1730059333","-16.5188299761","87","-8.0845470071"
"45",1,"sp|P02829|HSP82_YEAST","1","126",126,"3672.7774811164","-18.9695692851","13","-10.8641507017"
"46",1,"sp|P02992|EFTU_YEAST","1","8",8,"2027.2849578015","-19.1287395388","6","-11.2814755713"
"47",1,"sp|P02994|EF1A_YEAST","1","319",319,"83008.1879806655","-13.8408210008","305","-5.6814869582"
"48",1,"sp|P03962|PYRF_YEAST","1","16",16,"2364.5062988492","-18.1959559061","13","-9.4552048161"
"49",1,"sp|P03965|CARB_YEAST","1","8",8,"1659.3951474735","-20.7728459599","7","-12.4142981533"
"50",1,"sp|P04037|COX4_YEAST","1","4",4,"1010.7763405625","-18.6374595644","4","-10.3710730078"
"51",1,"sp|P04040ups|CATA_HUMAN_UPS","1","99",99,"20154.7585176250","-16.0826693561","72","-7.9639425904"
"52",1,"sp|P04076|ARLY_YEAST","1","17",17,"1649.2346194249","-19.5098706922","11","-10.4903853672"
"53",1,"sp|P04147|PABP_YEAST","1","40",40,"7529.2720451258","-17.6367160810","30","-9.3604855156"
"54",1,"sp|P04449|RL24A_YEAST","2","14",14,"2884.1715953708","-17.1247663637","14","-8.5637180858"
"55",1,"sp|P04456|RL25_YEAST","1","8",8,"1558.7563519301","-17.8861506399","7","-9.4373408000"
"56",1,"sp|P04801|SYTC_YEAST","1","12",12,"1513.1158360010","-20.2989127756","9","-11.4446598540"
"57",1,"sp|P04802|SYDC_YEAST","1","41",41,"7683.1165467961","-17.5566408384","31","-9.2622858095"
"58",1,"sp|P04806|HXKA_YEAST","1","42",42,"9794.2320066342","-17.0067075254","35","-8.8875065227"
"59",1,"sp|P04807|HXKB_YEAST","1","54",54,"12993.7322690299","-16.6018674838","48","-8.4347986054"
"60",1,"sp|P04840|VDAC1_YEAST","1","27",27,"5849.4905111873","-16.9731462304","23","-8.7160448893"
"61",1,"sp|P04911|H2A1_YEAST","2","10",10,"2829.6745931956","-16.9205569232","9","-8.9694177205"
"62",1,"sp|P05317|RLA0_YEAST","1","19",19,"4077.8430877593","-17.6343949157","16","-9.3803508214"
"63",1,"sp|P05318|RLA1_YEAST","1","2",2,"719.1307044710","-18.5803934996","2","-10.8228690571"
"64",1,"sp|P05319|RLA2_YEAST","1","7",7,"1567.2896862862","-17.4564475524","6","-9.2379065564"
"65",1,"sp|P05413ups|FABPH_HUMAN_UPS","1","29",29,"5204.2881739003","-16.0414922291","25","-7.4954865321"
"66",1,"sp|P05694|METE_YEAST","1","96",96,"17864.3737042307","-16.8008682958","72","-8.5081063686"
"67",1,"sp|P05740|RL17A_YEAST","1","19",19,"548.6488801569","-19.7664058501","3","-11.0335480579"
"68",1,"sp|P05750|RS3_YEAST","1","29",29,"5927.3980174885","-16.7162906191","26","-8.3013994800"
"69",1,"sp|P05756|RS13_YEAST","1","24",24,"4983.1287336168","-16.2981518539","24","-7.7483908412"
"70",1,"sp|P06101|CDC37_YEAST","1","4",4,"785.2023694395","-20.7086561027","4","-12.0779421773"
"71",1,"sp|P06105|SC160_YEAST","1","10",10,"1193.2429764237","-21.3769396847","7","-12.5426222503"
"72",1,"sp|P06106|CYSD_YEAST","1","38",38,"7295.8255837820","-17.3041435854","34","-8.8019016277"
"73",1,"sp|P06168|ILV5_YEAST","1","40",40,"8899.4444694999","-16.8487925211","35","-8.5913744287"
"74",1,"sp|P06367|RS14A_YEAST","2","16",16,"3391.2929854217","-16.7129956133","15","-8.2860900899"
"75",1,"sp|P06396ups|GELS_HUMAN_UPS","1","96",96,"22433.6256771240","-16.4495408941","82","-8.2977294322"
"76",1,"sp|P06732ups|KCRM_HUMAN_UPS","1","56",56,"11142.9776131544","-16.4723832526","42","-8.2762783673"
"77",1,"sp|P06738|PHSG_YEAST","1","20",20,"3291.6309096696","-19.4749800072","17","-10.8244693846"
"78",1,"sp|P06787|CALM_YEAST","1","15",15,"2600.8761175103","-17.1974736205","15","-8.3877303518"
"79",1,"sp|P07143|CY1_YEAST","1","9",9,"1322.2205336443","-19.2452991628","7","-10.5590567084"
"80",1,"sp|P07149|FAS1_YEAST","1","102",102,"20762.9103100464","-18.0029739625","78","-9.8116581602"
"81",1,"sp|P07245|C1TC_YEAST","1","20",20,"3208.5146942427","-19.5805897424","16","-10.9806449759"
"82",1,"sp|P07251|ATPA_YEAST","1","45",45,"6907.7790061279","-17.6786894503","35","-9.0557780053"
"83",1,"sp|P07256|QCR1_YEAST","1","11",11,"1819.3788497685","-19.3494033275","10","-10.6090708627"
"84",1,"sp|P07257|QCR2_YEAST","1","54",54,"10346.5187712119","-16.5292873859","38","-8.3705830452"
"85",1,"sp|P07259|PYR1_YEAST","1","164",164,"26464.7080496914","-17.7632406327","117","-9.3370233898"
"86",1,"sp|P07260|IF4E_YEAST","1","16",16,"2487.2254216209","-17.7969713122","12","-9.2446957221"
"87",1,"sp|P07262|DHE4_YEAST","1","60",60,"8746.1587143286","-17.0746979179","34","-8.8340342486"
"88",1,"sp|P07263|SYH_YEAST","1","10",10,"3064.0143183764","-18.8541330613","10","-10.8657776486"
"89",1,"sp|P07267|CARP_YEAST","1","23",23,"4950.6801066002","-17.7309503262","21","-9.3644092776"
"90",1,"sp|P07274|PROF_YEAST","1","18",18,"5233.8722625512","-15.9662001684","18","-7.9023035246"
"91",1,"sp|P07280|RS19A_YEAST","2","23",23,"4366.6100217557","-16.4202102699","22","-7.8054419854"
"92",1,"sp|P07283|PMM_YEAST","1","22",22,"2484.0167981714","-18.0528087164","12","-9.4986707886"
"93",1,"sp|P07284|SYSC_YEAST","1","27",27,"5694.3977665489","-17.7190047288","19","-9.6987701305"
"94",1,"sp|P07342|ILVB_YEAST","1","7",7,"1822.0597420536","-19.9353949850","5","-12.1971867965"
"95",1,"sp|P07806|SYV_YEAST","1","49",49,"5440.0040658153","-19.0417156865","27","-10.4485855572"
"96",1,"sp|P08263ups|GSTA1_HUMAN_UPS","1","19",19,"2750.2453964596","-17.7051411670","10","-9.5609230671"
