"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13547|CCW14_YEAST","1","20",20,"5748.8788607951","-16.8425427989","18","-8.8579708391"
"2",1,"sp|O14455|RL36B_YEAST","1","8",8,"274.3791165212","-19.9806192715","2","-10.7769342670"
"3",1,"sp|P00128|QCR7_YEAST","1","7",7,"1177.0135822832","-18.2245593847","7","-9.3144078420"
"4",1,"sp|P00175|CYB2_YEAST","1","9",9,"1827.8599306851","-19.8078644661","6","-11.7551298967"
"5",1,"sp|P00358|G3P2_YEAST","1","202",202,"16560.5822736187","-15.7963636038","47","-7.9535286569"
"6",1,"sp|P00359|G3P3_YEAST","1","594",594,"137009.8240826403","-12.7479095649","378","-4.9458750844"
"7",1,"sp|P00360|G3P1_YEAST","1","35",35,"4659.6213073646","-17.6258323876","25","-8.8642613188"
"8",1,"sp|P00445|SODC_YEAST","1","37",37,"10735.4622953365","-15.3134797938","32","-7.3998646179"
"9",1,"sp|P00447|SODM_YEAST","1","8",8,"2045.9448211795","-18.3024245748","7","-10.1899092998"
"10",1,"sp|P00498|HIS1_YEAST","1","4",4,"902.6025537917","-19.8331620217","4","-11.3473971981"
"11",1,"sp|P00560|PGK_YEAST","1","384",384,"110111.7668614916","-13.3886205472","365","-5.3217651416"
"12",1,"sp|P00724|INV2_YEAST","1","3",3,"677.6488384324","-21.0876783428","3","-12.6033980120"
"13",1,"sp|P00729|CBPY_YEAST","1","6",6,"1011.1610229338","-20.5102753436","6","-11.6033980120"
"14",1,"sp|P00812|ARGI_YEAST","1","14",14,"1921.2347286935","-18.9083502411","10","-10.1905283494"
"15",1,"sp|P00815|HIS2_YEAST","1","26",26,"3751.9786727345","-19.2054057322","24","-10.1901672695"
"16",1,"sp|P00817|IPYR_YEAST","1","42",42,"10754.1675556511","-16.2090886434","39","-8.0125827851"
"17",1,"sp|P00830|ATPB_YEAST","1","66",66,"12925.2991618691","-16.7760593798","53","-8.4023371036"
"18",1,"sp|P00890|CISY1_YEAST","1","53",53,"11500.7387970753","-16.8512328758","45","-8.5451068267"
"19",1,"sp|P00899|TRPE_YEAST","1","12",12,"1946.5568661805","-19.4959231117","11","-10.6594883956"
"20",1,"sp|P00924|ENO1_YEAST","1","451",451,"18184.4964211204","-16.0578580670","53","-8.1766470922"
"21",1,"sp|P00925|ENO2_YEAST","1","734",734,"70101.4912364346","-14.1111219068","259","-5.8877592591"
"22",1,"sp|P00931|TRP_YEAST","1","25",25,"6235.2932234500","-18.2961146649","23","-10.0750825260"
"23",1,"sp|P00942|TPIS_YEAST","1","247",247,"68163.6942456103","-13.3342703550","225","-5.2734931964"
"24",1,"sp|P00950|PMG1_YEAST","1","64",64,"16575.9064130666","-15.3683570404","61","-7.1507079713"
"25",1,"sp|P00958|SYMC_YEAST","1","10",10,"1426.0011044585","-20.5116996648","8","-11.6857471748"
"26",1,"sp|P02293|H2B1_YEAST","2","16",16,"2137.3371889703","-17.4086141407","16","-8.1665010788"
"27",1,"sp|P02309|H4_YEAST","1","7",7,"655.6224956543","-18.7665689317","5","-9.4976505095"
"28",1,"sp|P02400|RLA4_YEAST","1","28",28,"5781.5291326301","-15.7209142644","26","-7.2139980726"
"29",1,"sp|P02406|RL28_YEAST","1","33",33,"4032.8126196126","-16.6783878130","24","-7.7672840970"
"30",1,"sp|P02407|RS17A_YEAST","2","30",30,"6440.7732880237","-15.8712345971","28","-7.4131859964"
"31",1,"sp|P02557|TBB_YEAST","1","9",9,"1537.0083468714","-19.6869310218","9","-10.7992034309"
"32",1,"sp|P02829|HSP82_YEAST","1","154",154,"4893.2440146046","-18.6498562554","17","-10.5152570532"
"33",1,"sp|P02992|EFTU_YEAST","1","21",21,"4675.0339249514","-18.0175183019","15","-9.9976769511"
"34",1,"sp|P02994|EF1A_YEAST","1","442",442,"117779.3368957439","-13.4302668086","432","-5.2173943632"
"35",1,"sp|P03962|PYRF_YEAST","1","7",7,"1026.7694774884","-19.4935892831","6","-10.6088115082"
