"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13516|RS9A_YEAST","1","16",16,"179.8897344893","-21.5787535534","1","-12.7772051866"
"2",1,"sp|O13547|CCW14_YEAST","1","17",17,"5752.5935897491","-16.8524917131","17","-8.9625082892"
"3",1,"sp|P00175|CYB2_YEAST","1","10",10,"2068.0797977606","-19.6406089663","7","-11.5548127653"
"4",1,"sp|P00358|G3P2_YEAST","1","222",222,"11323.0270438429","-16.3557381434","35","-8.4009097816"
"5",1,"sp|P00359|G3P3_YEAST","1","655",655,"148047.0091817468","-12.6470143956","407","-4.8613078143"
"6",1,"sp|P00360|G3P1_YEAST","1","33",33,"5550.3238235261","-17.3843539858","27","-8.7753052964"
"7",1,"sp|P00427|COX6_YEAST","1","5",5,"638.7932317992","-19.3379189333","4","-10.3646067328"
"8",1,"sp|P00445|SODC_YEAST","1","44",44,"12547.4297957694","-15.0993530715","42","-7.0296224851"
"9",1,"sp|P00447|SODM_YEAST","1","7",7,"2005.8456239436","-18.3418620685","6","-10.4343770111"
"10",1,"sp|P00498|HIS1_YEAST","1","4",4,"1115.9294000609","-19.5379598635","4","-11.3694724880"
"11",1,"sp|P00560|PGK_YEAST","1","353",353,"100263.7231289820","-13.5346703158","333","-5.4762147183"
"12",1,"sp|P00729|CBPY_YEAST","1","4",4,"746.9644000550","-20.9580575437","4","-12.2104358027"
"13",1,"sp|P00812|ARGI_YEAST","1","16",16,"1971.6778642930","-18.8818410056","10","-10.2126036394"
"14",1,"sp|P00815|HIS2_YEAST","1","17",17,"2586.6356568847","-19.7528613366","16","-10.7972050601"
"15",1,"sp|P00817|IPYR_YEAST","1","42",42,"11107.1943257727","-16.1733708932","41","-7.9625082892"
"16",1,"sp|P00830|ATPB_YEAST","1","50",50,"11226.3704786937","-16.9902463106","46","-8.6287708921"
"17",1,"sp|P00899|TRPE_YEAST","1","9",9,"1226.6611326802","-20.1729916799","7","-11.3336403821"
"18",1,"sp|P00924|ENO1_YEAST","1","420",420,"20043.9233812771","-15.9282829463","62","-7.9724465263"
"19",1,"sp|P00925|ENO2_YEAST","1","683",683,"73004.4876115249","-14.0634627247","262","-5.8932198351"
"20",1,"sp|P00931|TRP_YEAST","1","23",23,"5653.8722206221","-18.4482136265","20","-10.2987916771"
"21",1,"sp|P00942|TPIS_YEAST","1","254",254,"65859.8969982824","-13.3947544597","224","-5.3019947555"
