"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13516|RS9A_YEAST","1","22",22,"203.2866522925","-21.4062489321","1","-12.7638499496"
"2",1,"sp|O13547|CCW14_YEAST","1","17",17,"5405.4427078273","-16.9461894926","16","-9.0366158934"
"3",1,"sp|P00175|CYB2_YEAST","1","11",11,"2679.1711643065","-19.2710120759","9","-11.1788874488"
"4",1,"sp|P00358|G3P2_YEAST","1","174",174,"9205.2352315729","-16.6583693519","26","-8.8163978433"
"5",1,"sp|P00359|G3P3_YEAST","1","597",597,"146799.1864717831","-12.6631237778","404","-4.8586260787"
"6",1,"sp|P00360|G3P1_YEAST","1","39",39,"5531.1785293043","-17.3932370322","29","-8.6588565663"
"7",1,"sp|P00427|COX6_YEAST","1","6",6,"735.7371740297","-19.1379754827","4","-10.3512514957"
"8",1,"sp|P00445|SODC_YEAST","1","53",53,"16767.4475987263","-14.6849798618","50","-6.7647284810"
"9",1,"sp|P00447|SODM_YEAST","1","11",11,"3705.3567645248","-17.4603581971","11","-9.5465526561"
"10",1,"sp|P00498|HIS1_YEAST","1","7",7,"909.7266388110","-19.8365986260","4","-11.3561172509"
"11",1,"sp|P00560|PGK_YEAST","1","347",347,"102144.1902251248","-13.5117608892","324","-5.5023878454"
"12",1,"sp|P00729|CBPY_YEAST","1","5",5,"1135.3957053997","-20.3578717551","5","-11.8751524707"
"13",1,"sp|P00812|ARGI_YEAST","1","11",11,"1119.6535850919","-19.7021104373","7","-10.7138215751"
"14",1,"sp|P00815|HIS2_YEAST","1","20",20,"3284.4212759970","-19.4121970162","20","-10.4619217281"
"15",1,"sp|P00817|IPYR_YEAST","1","43",43,"11871.7200852494","-16.0812343599","42","-7.9143876340"
"16",1,"sp|P00830|ATPB_YEAST","1","50",50,"11852.6619794007","-16.9158247862","48","-8.5540151103"
"17",1,"sp|P00899|TRPE_YEAST","1","16",16,"2489.9990720162","-19.1554812417","14","-10.3202851450"
