"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13516|RS9A_YEAST","1","28",28,"175.9906531619","-21.5677436172","1","-12.6780427064"
"2",1,"sp|O13547|CCW14_YEAST","1","16",16,"4948.3628315536","-17.0271289880","15","-9.0439180546"
"3",1,"sp|O14467|MBF1_YEAST","1","5",5,"791.6885887910","-19.0146622897","3","-10.7094331255"
"4",1,"sp|P00175|CYB2_YEAST","1","9",9,"2033.3584081287","-19.6224122996","7","-11.4556502850"
"5",1,"sp|P00358|G3P2_YEAST","1","140",140,"9195.1498795211","-16.6134288532","27","-8.6761428161"
"6",1,"sp|P00359|G3P3_YEAST","1","532",532,"124162.1632930015","-12.8582201549","335","-5.0430130329"
"7",1,"sp|P00360|G3P1_YEAST","1","27",27,"4859.5941823556","-17.5334661023","22","-8.9715986996"
"8",1,"sp|P00445|SODC_YEAST","1","37",37,"10057.3843544112","-15.3758658091","33","-7.2783833083"
"9",1,"sp|P00447|SODM_YEAST","1","13",13,"4638.4403218823","-17.0898088772","13","-9.2197373134"
"10",1,"sp|P00498|HIS1_YEAST","1","8",8,"1413.6953582120","-19.1541103706","7","-10.4629550857"
"11",1,"sp|P00560|PGK_YEAST","1","320",320,"92169.0966507490","-13.6134910247","289","-5.5815049226"
"12",1,"sp|P00729|CBPY_YEAST","1","3",3,"850.6410556339","-20.7279225554","3","-12.5263108217"
"13",1,"sp|P00812|ARGI_YEAST","1","10",10,"1530.1693851897","-19.2049495157","9","-10.2654442525"
"14",1,"sp|P00815|HIS2_YEAST","1","11",11,"1799.3059323744","-20.2338736993","11","-11.2386109612"
"15",1,"sp|P00817|IPYR_YEAST","1","42",42,"10840.2392437387","-16.1658447469","39","-7.9354955947"
"16",1,"sp|P00830|ATPB_YEAST","1","50",50,"11448.8182829388","-16.9193152037","47","-8.4985815162"
"17",1,"sp|P00899|TRPE_YEAST","1","11",11,"1795.8628801596","-19.5804272495","11","-10.5824012053"
"18",1,"sp|P00924|ENO1_YEAST","1","420",420,"17925.7213007218","-16.0467927153","60","-7.9205897608"
"19",1,"sp|P00925|ENO2_YEAST","1","657",657,"70733.4090197272","-14.0664320929","245","-5.8908424174"
"20",1,"sp|P00931|TRP_YEAST","1","24",24,"6164.1425209512","-18.2809286985","20","-10.1996291968"
"21",1,"sp|P00942|TPIS_YEAST","1","240",240,"63111.4735313578","-13.4136284200","219","-5.2354001377"
"22",1,"sp|P00950|PMG1_YEAST","1","58",58,"13505.7284373085","-15.6321301948","53","-7.2764376639"
"23",1,"sp|P00958|SYMC_YEAST","1","9",9,"1464.9974178571","-20.4410334881","7","-11.8013050624"
"24",1,"sp|P02293|H2B1_YEAST","2","18",18,"2653.8409407154","-17.0646036093","18","-7.9194888870"
"25",1,"sp|P02309|H4_YEAST","1","8",8,"923.0782596746","-18.2412381680","5","-9.4205633192"
"26",1,"sp|P02400|RLA4_YEAST","1","24",24,"5214.6015192231","-15.8380652145","23","-7.3137886444"
"27",1,"sp|P02406|RL28_YEAST","1","27",27,"3255.6861737719","-16.9554693926","21","-7.8828419846"
"28",1,"sp|P02407|RS17A_YEAST","2","22",22,"3974.9159486539","-16.5358009994","18","-7.9735287267"
"29",1,"sp|P02557|TBB_YEAST","1","10",10,"1595.5390113669","-19.6012689841","10","-10.5701131471"
"30",1,"sp|P02829|HSP82_YEAST","1","134",134,"4507.0011441276","-18.7367365134","14","-10.7182777821"
"31",1,"sp|P02992|EFTU_YEAST","1","16",16,"3616.3081120014","-18.3562343803","15","-9.9205897608"
"32",1,"sp|P02994|EF1A_YEAST","1","438",438,"116590.6338064648","-13.4131582150","427","-5.1571024154"
"33",1,"sp|P03962|PYRF_YEAST","1","17",17,"3541.8040508230","-17.6754740464","17","-9.0292239774"
"34",1,"sp|P03965|CARB_YEAST","1","20",20,"4394.4683768823","-19.4302783401","19","-10.9347678463"
"35",1,"sp|P04037|COX4_YEAST","1","9",9,"1757.2758328581","-17.9020462542","8","-9.3321152922"
"36",1,"sp|P04050|RPB1_YEAST","1","4",4,"263.0858989316","-24.1247126225","2","-14.8150468261"
"37",1,"sp|P04076|ARLY_YEAST","1","20",20,"2740.7792790740","-18.8395447462","18","-9.7409342687"
"38",1,"sp|P04147|PABP_YEAST","1","43",43,"9112.7781696593","-17.4237990723","41","-8.8708663909"
