"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","8",8,"1648.0995323758","-18.1493424408","8","-9.5902663257"
"2",1,"sp|O13547|CCW14_YEAST","1","16",16,"4894.0647903797","-16.9425489156","15","-9.0468120328"
"3",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","4",4,"864.8301950717","-18.7479478979","4","-10.2585572100"
"4",1,"sp|P00175|CYB2_YEAST","1","7",7,"1685.7911029052","-19.7923528993","5","-11.9439710904"
"5",1,"sp|P00358|G3P2_YEAST","1","197",197,"10299.2783461434","-16.3493324358","31","-8.4797279861"
"6",1,"sp|P00359|G3P3_YEAST","1","540",540,"102510.4301234668","-13.0341768876","299","-5.2099226223"
"7",1,"sp|P00360|G3P1_YEAST","1","39",39,"4839.3685117092","-17.4389849816","23","-8.9103623404"
"8",1,"sp|P00445|SODC_YEAST","1","40",40,"12094.0956394666","-15.0093199059","37","-7.1162180402"
"9",1,"sp|P00447|SODM_YEAST","1","15",15,"3658.6900884839","-17.3316232812","12","-9.3381085091"
"10",1,"sp|P00498|HIS1_YEAST","1","2",2,"347.9412727442","-21.0761677473","2","-12.2732039859"
"11",1,"sp|P00560|PGK_YEAST","1","370",370,"95820.1354913707","-13.4569471228","334","-5.3756202908"
"12",1,"sp|P00729|CBPY_YEAST","1","8",8,"1481.7674280101","-19.8267277625","8","-11.1141673006"
"13",1,"sp|P00812|ARGI_YEAST","1","15",15,"1879.2064522769","-18.8080191481","8","-10.4382632322"
"14",1,"sp|P00815|HIS2_YEAST","1","20",20,"2644.6432054144","-19.5777429476","16","-10.7009365581"
"15",1,"sp|P00817|IPYR_YEAST","1","47",47,"11627.2817249957","-15.9642293279","44","-7.7643601732"
"16",1,"sp|P00830|ATPB_YEAST","1","54",54,"11821.4944886014","-16.7726033046","50","-8.4122081563"
"17",1,"sp|P00899|TRPE_YEAST","1","17",17,"2114.8760943787","-19.2440331483","12","-10.4597643014"
"18",1,"sp|P00924|ENO1_YEAST","1","453",453,"22911.8470004687","-15.5922319638","67","-7.7642851442"
"19",1,"sp|P00925|ENO2_YEAST","1","621",621,"45489.0232411429","-14.6028072708","180","-6.3385212383"
"20",1,"sp|P00931|TRP_YEAST","1","15",15,"3803.9179850646","-18.8768446167","15","-10.6175606743"
"21",1,"sp|P00942|TPIS_YEAST","1","277",277,"71129.4205304346","-13.1405861581","249","-5.0530792435"
"22",1,"sp|P00950|PMG1_YEAST","1","77",77,"14492.7545987189","-15.4298716596","62","-7.0530557863"
"23",1,"sp|P01008ups|ANT3_HUMAN_UPS","1","3",3,"665.2074152797","-20.6817756992","3","-12.2288098666"
"24",1,"sp|P01344ups|IGF2_HUMAN_UPS","1","9",9,"1381.9884788785","-16.9381079549","9","-7.9550490542"
"25",1,"sp|P01579ups|IFNG_HUMAN_UPS","1","5",5,"518.2789989625","-19.4468348488","3","-10.6337937012"
"26",1,"sp|P02293|H2B1_YEAST","2","26",26,"3496.0413944214","-16.5664650876","25","-7.4484516769"
"27",1,"sp|P02309|H4_YEAST","1","12",12,"1322.5871623671","-17.6219020769","8","-8.7453853923"
"28",1,"sp|P02400|RLA4_YEAST","1","21",21,"4243.6544263246","-16.0348168885","18","-7.6703195772"
"29",1,"sp|P02406|RL28_YEAST","1","39",39,"5391.5973295523","-16.1272201203","30","-7.3711627900"
"30",1,"sp|P02407|RS17A_YEAST","2","27",27,"5155.4644884420","-16.0601247793","23","-7.6227857503"
"31",1,"sp|P02557|TBB_YEAST","1","11",11,"1898.3917162587","-19.2500369977","10","-10.5730071253"
"32",1,"sp|P02768ups|ALBU_HUMAN_UPS","1","14",14,"1387.5477826928","-20.0560514578","10","-10.9267813291"
"33",1,"sp|P02788ups|TRFL_HUMAN_UPS","1","10",10,"1034.2914456337","-20.7226634837","7","-11.6840718435"
"34",1,"sp|P02829|HSP82_YEAST","1","137",137,"3392.8313835347","-19.0459164373","13","-10.8280869642"
"35",1,"sp|P02992|EFTU_YEAST","1","15",15,"2052.3226151693","-19.0729962891","9","-10.6604493332"
"36",1,"sp|P02994|EF1A_YEAST","1","408",408,"108614.2669685823","-13.4148983313","396","-5.2687320332"
"37",1,"sp|P03962|PYRF_YEAST","1","10",10,"2146.6822846488","-18.2973516009","7","-10.3122258748"
