"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13547|CCW14_YEAST","1","17",17,"4720.2084949936","-17.1274833494","14","-9.2257632025"
"2",1,"sp|O43137|YB085_YEAST","1","4",4,"629.7222368688","-18.5481195900","4","-9.5476912974"
"3",1,"sp|P00358|G3P2_YEAST","1","219",219,"11787.2957665591","-16.2873947343","37","-8.3038864270"
"4",1,"sp|P00359|G3P3_YEAST","1","624",624,"143267.7440759304","-12.6839855820","381","-4.9396926051"
"5",1,"sp|P00360|G3P1_YEAST","1","37",37,"6390.8344478872","-17.1705512879","29","-8.6553587975"
"6",1,"sp|P00427|COX6_YEAST","1","2",2,"342.4377109270","-20.2270560453","2","-11.3477537269"
"7",1,"sp|P00445|SODC_YEAST","1","34",34,"10192.9078218068","-15.3888089371","31","-7.4508905916"
"8",1,"sp|P00447|SODM_YEAST","1","9",9,"1744.2169489368","-18.5331228203","6","-10.4175240052"
"9",1,"sp|P00498|HIS1_YEAST","1","2",2,"519.9395939424","-20.6294193655","2","-12.3526194821"
"10",1,"sp|P00560|PGK_YEAST","1","393",393,"111559.2398817432","-13.3702896907","368","-5.3151781233"
"11",1,"sp|P00729|CBPY_YEAST","1","4",4,"733.2531442036","-20.9744153501","4","-12.1935827968"
"12",1,"sp|P00812|ARGI_YEAST","1","10",10,"961.8016414651","-19.9070832455","6","-10.9327162276"
"13",1,"sp|P00815|HIS2_YEAST","1","22",22,"3300.2282807174","-19.3910020440","20","-10.4584239593"
"14",1,"sp|P00817|IPYR_YEAST","1","46",46,"11912.6553561413","-16.0619999749","42","-7.9108898651"
"15",1,"sp|P00830|ATPB_YEAST","1","58",58,"11235.2435023264","-16.9787361655","48","-8.5505173415"
"16",1,"sp|P00899|TRPE_YEAST","1","14",14,"1769.0738280467","-19.6343638523","10","-10.8022142034"
"17",1,"sp|P00924|ENO1_YEAST","1","491",491,"21690.1234733079","-15.8040392808","68","-7.8223269895"
"18",1,"sp|P00925|ENO2_YEAST","1","769",769,"73650.4028073294","-14.0403841309","275","-5.8065020223"
"19",1,"sp|P00931|TRP_YEAST","1","24",24,"6472.4191169101","-18.2427775453","23","-10.0803048100"
"20",1,"sp|P00942|TPIS_YEAST","1","244",244,"63112.8959774861","-13.4458495635","212","-5.3645762171"
"21",1,"sp|P00950|PMG1_YEAST","1","72",72,"18612.2123610561","-15.2017057555","67","-7.0205784024"
"22",1,"sp|P00958|SYMC_YEAST","1","9",9,"1011.4373502976","-21.0077783092","6","-12.1060069580"
"23",1,"sp|P01098|STF1_YEAST","1","6",6,"666.1215358963","-18.4839235962","6","-8.9796026152"
"24",1,"sp|P02293|H2B1_YEAST","2","20",20,"2468.5219426419","-17.2012917043","18","-8.0017983613"
"25",1,"sp|P02309|H4_YEAST","1","9",9,"937.7869162800","-18.2506846429","7","-9.0174459664"
"26",1,"sp|P02400|RLA4_YEAST","1","26",26,"4938.7041186457","-15.9487433471","22","-7.4602284561"
"27",1,"sp|P02406|RL28_YEAST","1","39",39,"5441.5179582290","-16.2466755326","31","-7.4032725713"
"28",1,"sp|P02407|RS17A_YEAST","2","30",30,"6625.0471918822","-15.8310482819","30","-7.3188726069"
"29",1,"sp|P02557|TBB_YEAST","1","8",8,"1421.9155663031","-19.7997307271","8","-10.9743507163"
