"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","13",13,"2577.9347682670","-17.5581939443","10","-9.3264463926"
"2",1,"sp|O13547|CCW14_YEAST","1","8",8,"2593.3285307495","-17.9130410227","8","-10.0118107903"
"3",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","35",35,"8636.4027183735","-15.4822700687","30","-7.4097747762"
"4",1,"sp|P00167ups|CYB5_HUMAN_UPS","1","34",34,"6325.5270278281","-15.8611255724","24","-7.6613135432"
"5",1,"sp|P00175|CYB2_YEAST","1","8",8,"1939.4036562642","-19.6444294535","5","-12.0020792523"
"6",1,"sp|P00358|G3P2_YEAST","1","159",159,"12763.4211474218","-16.0941244932","39","-8.2066302395"
"7",1,"sp|P00359|G3P3_YEAST","1","712",712,"135559.3436108203","-12.6852869274","446","-4.6911325584"
"8",1,"sp|P00360|G3P1_YEAST","1","38",38,"4993.1674458988","-17.4481123853","22","-9.0326008397"
"9",1,"sp|P00445|SODC_YEAST","1","42",42,"11026.7214955838","-15.1968827806","32","-7.3837795677"
"10",1,"sp|P00447|SODM_YEAST","1","10",10,"1941.9390662741","-18.2997164539","7","-10.1738242496"
"11",1,"sp|P00560|PGK_YEAST","1","333",333,"90571.2090014167","-13.5924873497","303","-5.5742587616"
"12",1,"sp|P00709ups|LALBA_HUMAN_UPS","1","28",28,"1799.7811827727","-17.4877212330","11","-8.6000759137"
"13",1,"sp|P00729|CBPY_YEAST","1","8",8,"1975.9788856063","-19.4657431466","8","-11.1722754625"
"14",1,"sp|P00812|ARGI_YEAST","1","9",9,"708.0258754674","-20.2705326182","4","-11.4963713940"
"15",1,"sp|P00815|HIS2_YEAST","1","18",18,"2651.0112931641","-19.6285371191","16","-10.7590447199"
"16",1,"sp|P00817|IPYR_YEAST","1","39",39,"10329.6309484544","-16.1892183627","39","-7.9964977348"
"17",1,"sp|P00830|ATPB_YEAST","1","50",50,"9941.5608399355","-17.0767353483","42","-8.7218550851"
"18",1,"sp|P00899|TRPE_YEAST","1","13",13,"1850.4755484872","-19.4909741067","11","-10.6434033453"
"19",1,"sp|P00915ups|CAH1_HUMAN_UPS","1","15",15,"2807.8956616752","-17.9259067275","11","-9.6799292214"
"20",1,"sp|P00918ups|CAH2_HUMAN_UPS","1","19",19,"3511.2028945081","-17.5978711653","15","-9.2269107190"
"21",1,"sp|P00924|ENO1_YEAST","1","464",464,"21381.1664685995","-15.7462490541","64","-7.8884824965"
