"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","30",30,"8231.4107179556","-15.8825977784","26","-7.9427704574"
"2",1,"sp|O13547|CCW14_YEAST","1","13",13,"4505.3294559191","-17.1155411773","13","-9.3062067602"
"3",1,"sp|O14455|RL36B_YEAST","2","8",8,"629.0785483759","-18.7049001398","4","-9.7556849048"
"4",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","43",43,"10267.2677588323","-15.2320479575","37","-7.1020476942"
"5",1,"sp|P00128|QCR7_YEAST","1","7",7,"852.1088846669","-18.6119310103","5","-9.7785853069"
"6",1,"sp|P00167ups|CYB5_HUMAN_UPS","1","62",62,"10024.8638034374","-15.1961283077","43","-6.8148469773"
"7",1,"sp|P00175|CYB2_YEAST","1","5",5,"1082.7010687750","-20.4847353691","4","-12.3188430352"
"8",1,"sp|P00358|G3P2_YEAST","1","13",13,"2911.5486485829","-18.2256087288","8","-10.4868681464"
"9",1,"sp|P00359|G3P3_YEAST","1","494",494,"87306.3584450982","-13.3193806307","251","-5.5153245924"
"10",1,"sp|P00360|G3P1_YEAST","1","29",29,"3736.1923730614","-17.8658267135","17","-9.3994053051"
"11",1,"sp|P00441ups|SODC_HUMAN_UPS","1","7",7,"1237.2314545565","-18.3426284477","5","-10.0472884628"
"12",1,"sp|P00445|SODC_YEAST","1","38",38,"11806.1690589178","-15.0976735622","37","-7.1691618901"
"13",1,"sp|P00447|SODM_YEAST","1","8",8,"2772.5946544839","-17.7853054529","8","-9.9760148597"
"14",1,"sp|P00560|PGK_YEAST","1","297",297,"80411.3319518011","-13.7634688181","259","-5.7954601455"
"15",1,"sp|P00709ups|LALBA_HUMAN_UPS","1","26",26,"2979.8330629414","-16.7596390176","19","-7.8064157069"
"16",1,"sp|P00729|CBPY_YEAST","1","3",3,"875.8838808182","-20.6388269335","3","-12.5821486498"
"17",1,"sp|P00812|ARGI_YEAST","1","14",14,"1111.2088239125","-19.6196044285","6","-10.9062445814"
"18",1,"sp|P00815|HIS2_YEAST","1","12",12,"1883.7834216762","-20.1207746070","11","-11.2944487893"
"19",1,"sp|P00817|IPYR_YEAST","1","32",32,"8223.4996186093","-16.5175104663","31","-8.3225393313"
"20",1,"sp|P00830|ATPB_YEAST","1","58",58,"11371.2458293650","-16.8822170842","48","-8.5240456953"
"21",1,"sp|P00899|TRPE_YEAST","1","13",13,"1899.1671417566","-19.4528310795","11","-10.6382390334"
"22",1,"sp|P00915ups|CAH1_HUMAN_UPS","1","52",52,"14442.8330383806","-15.5624419780","50","-7.4903403383"
"23",1,"sp|P00918ups|CAH2_HUMAN_UPS","1","17",17,"3007.3268037640","-17.8206826569","13","-9.4281972846"
"24",1,"sp|P00924|ENO1_YEAST","1","433",433,"17018.4111915562","-16.0748210409","54","-8.1284306824"
"25",1,"sp|P00925|ENO2_YEAST","1","570",570,"41036.2590258860","-14.8050181797","152","-6.6353906711"
"26",1,"sp|P00931|TRP_YEAST","1","27",27,"6937.2865911229","-18.0635509409","24","-9.9924326191"
"27",1,"sp|P00942|TPIS_YEAST","1","277",277,"75726.8987475802","-13.1038183906","256","-5.0660250254"
"28",1,"sp|P00950|PMG1_YEAST","1","54",54,"12061.2503497233","-15.7484156844","48","-7.4752334459"
"29",1,"sp|P00958|SYMC_YEAST","1","3",3,"667.3787369073","-21.5284474924","3","-13.0795353118"
"30",1,"sp|P01008ups|ANT3_HUMAN_UPS","1","116",116,"21155.7415454390","-15.7442661739","94","-7.3121273655"
"31",1,"sp|P01031ups|CO5_HUMAN_UPS","1","5",5,"790.7263979501","-17.9405588936","4","-9.3212820807"
"32",1,"sp|P01112ups|RASH_HUMAN_UPS","1","21",21,"4211.1761057202","-16.8803752380","20","-8.3521430444"
"33",1,"sp|P01127ups|PDGFB_HUMAN_UPS","1","30",30,"5353.2677379060","-15.7401205376","23","-7.3564510838"
"34",1,"sp|P01344ups|IGF2_HUMAN_UPS","1","13",13,"3438.6957150870","-15.6765837529","13","-7.4774781874"
"35",1,"sp|P01375ups|TNFA_HUMAN_UPS","1","23",23,"7054.7963662125","-15.8683723304","21","-8.0141320411"
"36",1,"sp|P01579ups|IFNG_HUMAN_UPS","1","12",12,"957.1183068433","-18.6154581904","4","-10.2717000518"
"37",1,"sp|P02144ups|MYG_HUMAN_UPS","1","38",38,"9467.6073463832","-15.4067439909","38","-7.1212890443"
"38",1,"sp|P02400|RLA4_YEAST","1","22",22,"6013.6204844265","-15.5854819124","22","-7.4337568099"
"39",1,"sp|P02406|RL28_YEAST","1","37",37,"3201.3708092916","-16.9328347511","22","-7.8715656169"
"40",1,"sp|P02407|RS17A_YEAST","2","18",18,"3049.1222656185","-16.8714248618","16","-8.1992915563"
"41",1,"sp|P02557|TBB_YEAST","1","11",11,"1912.9963030756","-19.2925722916","11","-10.4884474515"
"42",1,"sp|P02741ups|CRP_HUMAN_UPS","1","4",4,"273.0768744209","-20.9654166909","2","-11.8122684332"
"43",1,"sp|P02753ups|RET4_HUMAN_UPS","1","5",5,"1411.8407012217","-18.5458303956","5","-10.4409523113"
"44",1,"sp|P02768ups|ALBU_HUMAN_UPS","1","164",164,"33047.5631859120","-15.5357085899","129","-7.2904260185"
"45",1,"sp|P02787ups|TRFE_HUMAN_UPS","1","95",95,"13970.7467553553","-16.9952865547","67","-8.4530072888"
"46",1,"sp|P02788ups|TRFL_HUMAN_UPS","1","112",112,"21778.7654469516","-16.3800476520","96","-7.9594081147"
"47",1,"sp|P02829|HSP82_YEAST","1","138",138,"4696.3452649683","-18.6304593633","18","-10.4115455308"
"48",1,"sp|P02992|EFTU_YEAST","1","12",12,"2915.5518492678","-18.6200765122","9","-10.7133931831"
"49",1,"sp|P02994|EF1A_YEAST","1","330",330,"86552.6870230473","-13.7960531067","310","-5.6749080979"
"50",1,"sp|P03962|PYRF_YEAST","1","10",10,"1605.8486592340","-18.7697160192","8","-10.1725246467"
"51",1,"sp|P03965|CARB_YEAST","1","11",11,"2126.0806433183","-20.4308641749","8","-12.2385331879"
"52",1,"sp|P04040ups|CATA_HUMAN_UPS","1","88",88,"18163.0386068441","-16.2483413364","68","-8.0632848631"
"53",1,"sp|P04076|ARLY_YEAST","1","24",24,"2000.5663941784","-19.2468158962","12","-10.3817345976"
"54",1,"sp|P04147|PABP_YEAST","1","38",38,"6424.3806558794","-17.8812261532","26","-9.5838165055"
"55",1,"sp|P04449|RL24A_YEAST","2","14",14,"2492.3328719231","-17.3509836622","13","-8.6875134022"
"56",1,"sp|P04456|RL25_YEAST","1","9",9,"1547.1745456525","-17.9124671769","7","-9.4542209125"
"57",1,"sp|P04801|SYTC_YEAST","1","13",13,"1722.9190371746","-20.1271373665","10","-11.3095368730"
"58",1,"sp|P04802|SYDC_YEAST","1","37",37,"6884.8100529369","-17.7304726875","28","-9.4260073103"
"59",1,"sp|P04806|HXKA_YEAST","1","41",41,"8356.4127742065","-17.2513132015","32","-9.0336696521"
"60",1,"sp|P04807|HXKB_YEAST","1","59",59,"12769.1135138440","-16.6425820604","51","-8.3642158767"
"61",1,"sp|P04840|VDAC1_YEAST","1","27",27,"7289.3269055116","-16.6712286623","26","-8.5560472397"
"62",1,"sp|P04911|H2A1_YEAST","2","9",9,"2892.6872867201","-16.9043397720","9","-8.9862978330"
"63",1,"sp|P05317|RLA0_YEAST","1","16",16,"3381.8559241603","-17.9199430425","13","-9.6967912158"
"64",1,"sp|P05318|RLA1_YEAST","1","3",3,"1185.2219886407","-17.8751191797","3","-10.2547866689"
"65",1,"sp|P05319|RLA2_YEAST","1","9",9,"2309.6280868295","-16.9126159196","9","-8.6698241682"
"66",1,"sp|P05413ups|FABPH_HUMAN_UPS","1","34",34,"5934.2763605594","-15.8676780265","29","-7.2982418393"
"67",1,"sp|P05694|METE_YEAST","1","82",82,"15343.9028186436","-17.0358452066","61","-8.7641741450"
"68",1,"sp|P05737|RL7A_YEAST","2","32",32,"4174.7853496988","-17.2613913376","21","-8.6502486298"
"69",1,"sp|P05740|RL17A_YEAST","1","18",18,"1252.7478732557","-18.5908218896","7","-9.8280357490"
"70",1,"sp|P05743|RL26A_YEAST","1","14",14,"891.3330953786","-18.5470041293","6","-9.5155509011"
"71",1,"sp|P05750|RS3_YEAST","1","41",41,"8745.9653825371","-16.1706289797","38","-7.7707917972"
"72",1,"sp|P05756|RS13_YEAST","1","29",29,"6105.8390999603","-16.0205711891","29","-7.4922524592"
