"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13547|CCW14_YEAST","1","20",20,"5848.3678890825","-16.8161687434","19","-8.7887320421"
"2",1,"sp|O14455|RL36B_YEAST","1","8",8,"403.9749458823","-19.4209035097","3","-10.2007354813"
"3",1,"sp|O43137|YB085_YEAST","1","4",4,"677.1622214156","-18.4412025892","4","-9.5512327284"
"4",1,"sp|P00128|QCR7_YEAST","1","5",5,"713.0077558130","-18.9460800582","5","-9.8085983841"
"5",1,"sp|P00175|CYB2_YEAST","1","9",9,"1554.9979754197","-20.0394866645","5","-12.0269280175"
"6",1,"sp|P00358|G3P2_YEAST","1","203",203,"10424.0920370105","-16.4625746558","31","-8.5626849132"
"7",1,"sp|P00359|G3P3_YEAST","1","617",617,"141604.4952185689","-12.6987012236","397","-4.8838860264"
"8",1,"sp|P00360|G3P1_YEAST","1","32",32,"4681.0501139089","-17.6175922675","23","-8.9933192675"
"9",1,"sp|P00445|SODC_YEAST","1","50",50,"14984.4390068159","-14.8307784194","45","-6.9167752366"
"10",1,"sp|P00447|SODM_YEAST","1","11",11,"2597.3990347236","-17.9565035207","10","-9.6840998420"
"11",1,"sp|P00498|HIS1_YEAST","1","2",2,"525.2763696244","-20.6125555779","2","-12.3561609130"
"12",1,"sp|P00560|PGK_YEAST","1","359",359,"100855.8097851081","-13.5136743821","339","-5.4371400472"
"13",1,"sp|P00729|CBPY_YEAST","1","10",10,"1732.6205123988","-19.7317117793","10","-10.8751961328"
"14",1,"sp|P00812|ARGI_YEAST","1","10",10,"1195.3734214589","-19.5913020428","7","-10.7138652372"
"15",1,"sp|P00815|HIS2_YEAST","1","23",23,"3557.0936349408","-19.2807377877","22","-10.3244618665"
"16",1,"sp|P00817|IPYR_YEAST","1","42",42,"10420.1530126489","-16.2529874154","36","-8.1368237175"
"17",1,"sp|P00830|ATPB_YEAST","1","61",61,"11749.2587436168","-16.9120666918","49","-8.5243114290"
"18",1,"sp|P00899|TRPE_YEAST","1","17",17,"2619.4409738608","-19.0659680305","15","-10.2207931336"
"19",1,"sp|P00924|ENO1_YEAST","1","463",463,"20368.7644950138","-15.8925879473","63","-7.9360513382"
"20",1,"sp|P00925|ENO2_YEAST","1","752",752,"75735.2061557182","-13.9979823157","284","-5.7635841422"
"21",1,"sp|P00931|TRP_YEAST","1","19",19,"4778.3784154045","-18.6784303411","18","-10.4374831956"
"22",1,"sp|P00942|TPIS_YEAST","1","256",256,"69043.7295307875","-13.3141428652","233","-5.2318519580"
"23",1,"sp|P00950|PMG1_YEAST","1","81",81,"18481.7390928840","-15.2097236653","73","-6.9003844649"
"24",1,"sp|P00958|SYMC_YEAST","1","7",7,"992.7226759916","-21.0325914916","6","-12.1095483890"
"25",1,"sp|P02293|H2B1_YEAST","2","24",24,"3211.2200946022","-16.8196864982","22","-7.7158331751"
"26",1,"sp|P02309|H4_YEAST","1","9",9,"683.4144537491","-18.7050529083","5","-9.5064142245"
"27",1,"sp|P02400|RLA4_YEAST","1","25",25,"5858.5554037705","-15.7001997895","22","-7.4637698871"
"28",1,"sp|P02406|RL28_YEAST","1","42",42,"6170.2062868197","-16.0632348434","34","-7.2735474714"
"29",1,"sp|P02407|RS17A_YEAST","2","29",29,"5360.9419139911","-16.1343613840","26","-7.5288649153"
"30",1,"sp|P02557|TBB_YEAST","1","7",7,"1158.2943506952","-20.0934334777","7","-11.1705372252"
"31",1,"sp|P02829|HSP82_YEAST","1","145",145,"3700.7418240490","-19.0512123716","13","-10.9110438913"
"32",1,"sp|P02992|EFTU_YEAST","1","22",22,"5061.0064831827","-17.9014501934","18","-9.7434062603"
"33",1,"sp|P02994|EF1A_YEAST","1","389",389,"105328.7588687068","-13.5898332424","383","-5.3998449984"
"34",1,"sp|P03962|PYRF_YEAST","1","8",8,"1190.2940431287","-19.2787629657","7","-10.3951828019"
"35",1,"sp|P03965|CARB_YEAST","1","20",20,"3049.5345057601","-19.9875004789","14","-11.4611913430"
"36",1,"sp|P04037|COX4_YEAST","1","4",4,"875.0562657346","-18.9380617619","4","-10.4179661975"
"37",1,"sp|P04076|ARLY_YEAST","1","23",23,"4014.4599604564","-18.3190475053","22","-9.5372785568"
"38",1,"sp|P04147|PABP_YEAST","1","44",44,"8708.9715446150","-17.5193101961","40","-8.9923412060"
"39",1,"sp|P04449|RL24A_YEAST","2","16",16,"2681.8017471360","-17.3223068620","15","-8.5110756019"
"40",1,"sp|P04456|RL25_YEAST","1","16",16,"2250.5836016923","-17.4488330088","11","-8.8321572931"
"41",1,"sp|P04801|SYTC_YEAST","1","16",16,"2768.2627952008","-19.5200403926","15","-10.7545874495"
"42",1,"sp|P04802|SYDC_YEAST","1","52",52,"9674.1260334229","-17.3167872305","45","-8.7715222132"
"43",1,"sp|P04806|HXKA_YEAST","1","44",44,"10603.0312199822","-16.9848211236","37","-8.8542293637"
"44",1,"sp|P04807|HXKB_YEAST","1","64",64,"14395.1571649202","-16.5466859149","53","-8.3387338413"
"45",1,"sp|P04840|VDAC1_YEAST","1","39",39,"8424.4113248885","-16.5394674110","35","-8.1572170181"
"46",1,"sp|P04911|H2A1_YEAST","2","9",9,"2163.6319789822","-17.4003240396","8","-9.1862359116"
"47",1,"sp|P05317|RLA0_YEAST","1","20",20,"3665.7565588459","-17.8806762848","16","-9.4272440111"
"48",1,"sp|P05318|RLA1_YEAST","1","5",5,"1766.4540692893","-17.3764492636","5","-9.5478341519"
"49",1,"sp|P05319|RLA2_YEAST","1","10",10,"2585.4949234234","-16.8268650288","10","-8.5478341519"
"50",1,"sp|P05626|ATPF_YEAST","1","4",4,"623.4782858081","-20.0817111633","3","-11.4876166291"
"51",1,"sp|P05694|METE_YEAST","1","112",112,"23956.1813239752","-16.4701417617","95","-8.1550689514"
"52",1,"sp|P05739|RL6B_YEAST","1","11",11,"927.0138142402","-19.0381539220","6","-10.0163109101"
"53",1,"sp|P05740|RL17A_YEAST","1","21",21,"1197.8241045044","-18.7325309325","7","-9.8580488262"
"54",1,"sp|P05747|RL29_YEAST","1","4",4,"319.0762829460","-19.0000548140","4","-9.0244848416"
"55",1,"sp|P05750|RS3_YEAST","1","36",36,"7218.7094091955","-16.5245347128","34","-7.9612695466"
"56",1,"sp|P05756|RS13_YEAST","1","31",31,"6295.2368147164","-16.0535291353","31","-7.4260502212"
"57",1,"sp|P06101|CDC37_YEAST","1","4",4,"794.3535952837","-20.7845253702","4","-12.1248353669"
"58",1,"sp|P06103|EIF3B_YEAST","1","8",8,"1168.4753048369","-20.8202970494","8","-11.7173810391"
"59",1,"sp|P06105|SC160_YEAST","1","14",14,"1972.2396127085","-20.7445787769","11","-11.9374387434"
"60",1,"sp|P06106|CYSD_YEAST","1","42",42,"8000.2886077198","-17.2637488670","36","-8.7663326571"
"61",1,"sp|P06168|ILV5_YEAST","1","54",54,"13396.7122665145","-16.3512868072","48","-8.1825881346"
"62",1,"sp|P06367|RS14A_YEAST","2","16",16,"3610.9389388734","-16.7150431048","13","-8.5394341570"
"63",1,"sp|P06738|PHSG_YEAST","1","25",25,"4706.9245854806","-19.0515839313","25","-10.3149692257"
"64",1,"sp|P06780|RHO1_YEAST","1","7",7,"940.7636661875","-19.2648399313","5","-10.5272728294"
"65",1,"sp|P06787|CALM_YEAST","1","7",7,"1237.0365156724","-18.3621693038","7","-9.5341592150"
"66",1,"sp|P07143|CY1_YEAST","1","5",5,"776.2842073860","-20.1061912312","4","-11.4133048201"
"67",1,"sp|P07149|FAS1_YEAST","1","105",105,"24603.1571683477","-17.8507252685","91","-9.6361589285"
"68",1,"sp|P07170|KAD2_YEAST","1","22",22,"4969.8631831477","-16.9505947767","20","-8.6143295637"
"69",1,"sp|P07245|C1TC_YEAST","1","35",35,"5644.0713090082","-18.8583452041","28","-10.2201832435"
"70",1,"sp|P07251|ATPA_YEAST","1","38",38,"7266.6377712814","-17.6982094736","32","-9.2319542119"
