"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","5",5,"935.7818994036","-18.9934555265","5","-10.2926008748"
"2",1,"sp|O13547|CCW14_YEAST","1","12",12,"3212.1926739875","-17.5775776264","10","-9.6560371776"
"3",1,"sp|P00175|CYB2_YEAST","1","8",8,"1495.1717786624","-19.9930213709","4","-12.2901618293"
"4",1,"sp|P00358|G3P2_YEAST","1","209",209,"9655.8561915873","-16.4699535361","35","-8.3289039236"
"5",1,"sp|P00359|G3P3_YEAST","1","551",551,"114459.0644086379","-12.9026698165","328","-5.1006349359"
"6",1,"sp|P00360|G3P1_YEAST","1","36",36,"5015.8772699463","-17.4148556774","26","-8.7577472224"
"7",1,"sp|P00445|SODC_YEAST","1","50",50,"13117.2468923047","-14.9197117879","41","-6.9923820452"
"8",1,"sp|P00447|SODM_YEAST","1","7",7,"2115.3780324558","-18.1495889332","7","-10.1399787318"
"9",1,"sp|P00560|PGK_YEAST","1","406",406,"107348.1222511832","-13.3206048671","373","-5.2405554070"
"10",1,"sp|P00729|CBPY_YEAST","1","8",8,"1683.8620223234","-19.6698268028","8","-11.1384299447"
"11",1,"sp|P00812|ARGI_YEAST","1","6",6,"896.9786312424","-19.9025511401","6","-10.8775633755"
"12",1,"sp|P00815|HIS2_YEAST","1","16",16,"2633.9923689151","-19.6111188214","16","-10.7251992021"
"13",1,"sp|P00817|IPYR_YEAST","1","40",40,"10243.1443280150","-16.1746384801","37","-8.0386010702"
"14",1,"sp|P00830|ATPB_YEAST","1","51",51,"10897.2986852690","-16.9175991286","46","-8.5567650340"
"15",1,"sp|P00899|TRPE_YEAST","1","13",13,"1408.4487898294","-19.8580531220","8","-11.0689894462"
"16",1,"sp|P00924|ENO1_YEAST","1","469",469,"22206.4995925818","-15.6648976700","73","-7.6648124198"
"17",1,"sp|P00925|ENO2_YEAST","1","657",657,"51908.9885867708","-14.4398952909","204","-6.1822116367"
"18",1,"sp|P00931|TRP_YEAST","1","17",17,"3730.9433771832","-18.9323442340","17","-10.4612510727"
"19",1,"sp|P00942|TPIS_YEAST","1","263",263,"69682.5215563333","-13.1977896791","241","-5.1244544833"
"20",1,"sp|P00950|PMG1_YEAST","1","82",82,"16976.7364994230","-15.2291982801","70","-6.9022317238"
"21",1,"sp|P00958|SYMC_YEAST","1","8",8,"632.9639072678","-21.5787922498","4","-12.6358166067"
"22",1,"sp|P01344ups|IGF2_HUMAN_UPS","1","6",6,"1077.2180159945","-17.3250972212","6","-8.5642741989"
"23",1,"sp|P02293|H2B1_YEAST","2","20",20,"2538.6294623202","-17.0556914609","19","-7.8686429973"
"24",1,"sp|P02309|H4_YEAST","1","12",12,"1565.1413619347","-17.4065258558","10","-8.4477199415"
"25",1,"sp|P02400|RLA4_YEAST","1","25",25,"5139.6945961015","-15.7859953718","24","-7.2795447220"
