"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13516|RS9A_YEAST","1","33",33,"172.6142539293","-21.6186623769","1","-12.7525900467"
"2",1,"sp|O13547|CCW14_YEAST","1","17",17,"5100.5498214396","-17.0063990554","16","-9.0253559905"
"3",1,"sp|O43137|YB085_YEAST","1","3",3,"489.6905851763","-18.9016826371","3","-9.9549666626"
"4",1,"sp|P00128|QCR7_YEAST","1","5",5,"596.0427778226","-19.1974309705","4","-10.1192229140"
"5",1,"sp|P00175|CYB2_YEAST","1","10",10,"2135.6131548493","-19.5745980445","7","-11.5301976253"
"6",1,"sp|P00358|G3P2_YEAST","1","203",203,"12186.4139021998","-16.2300717552","39","-8.2201754397"
"7",1,"sp|P00359|G3P3_YEAST","1","581",581,"134581.0833442818","-12.7649416670","363","-5.0017519205"
"8",1,"sp|P00360|G3P1_YEAST","1","39",39,"5605.3084746381","-17.3504797260","29","-8.6475966634"
"9",1,"sp|P00445|SODC_YEAST","1","39",39,"11750.9997639340","-15.1743090057","36","-7.2273997665"
"10",1,"sp|P00447|SODM_YEAST","1","10",10,"2905.1328932341","-17.7878160495","9","-9.8247993704"
"11",1,"sp|P00560|PGK_YEAST","1","386",386,"107843.8213481236","-13.4098740703","358","-5.3471621681"
"12",1,"sp|P00812|ARGI_YEAST","1","14",14,"2301.3405692010","-18.6391379322","11","-10.0504849756"
"13",1,"sp|P00815|HIS2_YEAST","1","20",20,"3025.4673708222","-19.5071277325","18","-10.6026649187"
"14",1,"sp|P00817|IPYR_YEAST","1","49",49,"12113.1861181261","-16.0286345114","47","-7.7408563022"
"15",1,"sp|P00830|ATPB_YEAST","1","59",59,"11764.8741619069","-16.9029995617","47","-8.5731288565"
"16",1,"sp|P00899|TRPE_YEAST","1","11",11,"1762.5812087349","-19.6303862727","10","-10.7944520693"
"17",1,"sp|P00924|ENO1_YEAST","1","453",453,"19202.7750814700","-15.9704806232","63","-7.9247477732"
"18",1,"sp|P00925|ENO2_YEAST","1","716",716,"69537.9425394481","-14.1139950579","260","-5.8796598837"
"19",1,"sp|P00931|TRP_YEAST","1","21",21,"5407.1642676315","-18.4929282843","19","-10.3481771186"
"20",1,"sp|P00942|TPIS_YEAST","1","241",241,"65933.9225420250","-13.3734813678","221","-5.2968319782"
"21",1,"sp|P00950|PMG1_YEAST","1","72",72,"16855.5939515772","-15.3354457364","67","-7.0128162683"
"22",1,"sp|P00958|SYMC_YEAST","1","19",19,"2033.0247882791","-19.9912753568","12","-11.0982448240"
"23",1,"sp|P02293|H2B1_YEAST","2","21",21,"2723.7113805140","-17.0500832311","20","-7.8420331338"
"24",1,"sp|P02309|H4_YEAST","1","11",11,"1096.9676022690","-18.0152136743","7","-9.0096838323"
"25",1,"sp|P02400|RLA4_YEAST","1","31",31,"6300.3464748201","-15.5881626097","27","-7.1570104386"
"26",1,"sp|P02406|RL28_YEAST","1","36",36,"4722.0345738130","-16.4419939808","27","-7.5948192455"
"27",1,"sp|P02407|RS17A_YEAST","2","34",34,"6703.7417316689","-15.8047303375","31","-7.2638047581"
"28",1,"sp|P02557|TBB_YEAST","1","4",4,"774.2308374148","-20.6674487441","4","-11.9665885823"
"29",1,"sp|P02829|HSP82_YEAST","1","153",153,"4321.2511390474","-18.8204268036","13","-10.8997403263"
"30",1,"sp|P02992|EFTU_YEAST","1","20",20,"3977.0439679739","-18.2420270227","13","-10.2015879786"
"31",1,"sp|P02994|EF1A_YEAST","1","447",447,"117954.0597681740","-13.4193565890","440","-5.1883823018"
"32",1,"sp|P03962|PYRF_YEAST","1","8",8,"1233.8719253462","-19.2197373448","8","-10.1912341589"
"33",1,"sp|P03965|CARB_YEAST","1","22",22,"3321.8008616252","-19.8569729500","15","-11.3503521044"
"34",1,"sp|P04037|COX4_YEAST","1","4",4,"859.4935272056","-18.9567997903","4","-10.4066626325"
"35",1,"sp|P04076|ARLY_YEAST","1","20",20,"2839.4157328302","-18.8115083517","19","-9.7374790970"
"36",1,"sp|P04147|PABP_YEAST","1","40",40,"8082.0367901379","-17.6199426549","37","-9.0935123702"
"37",1,"sp|P04449|RL24A_YEAST","2","12",12,"2351.1269086303","-17.5050060558","11","-8.9472310138"
"38",1,"sp|P04456|RL25_YEAST","1","13",13,"1707.8268561160","-17.8398194664","8","-9.2802853467"
"39",1,"sp|P04801|SYTC_YEAST","1","13",13,"2110.5276182043","-19.9042666095","11","-11.1907428614"
"40",1,"sp|P04802|SYDC_YEAST","1","58",58,"11709.2217644655","-17.0341942950","50","-8.6082155548"
"41",1,"sp|P04806|HXKA_YEAST","1","35",35,"9277.3802623448","-17.1703575261","29","-9.1943981691"
"42",1,"sp|P04807|HXKB_YEAST","1","64",64,"14189.3875503658","-16.5603061534","55","-8.2739910173"
"43",1,"sp|P04840|VDAC1_YEAST","1","37",37,"9486.9745769637","-16.3609442269","34","-8.1877336288"
"44",1,"sp|P04911|H2A1_YEAST","2","6",6,"1547.0287445928","-17.8771281814","5","-9.8530042517"
"45",1,"sp|P05317|RLA0_YEAST","1","19",19,"4084.2729005651","-17.7175570174","17","-9.3284776048"
"46",1,"sp|P05318|RLA1_YEAST","1","5",5,"1676.1084552950","-17.4450390157","5","-9.5365305869"
"47",1,"sp|P05319|RLA2_YEAST","1","8",8,"1976.2926924050","-17.2073578912","8","-8.8584586818"
"48",1,"sp|P05626|ATPF_YEAST","1","4",4,"859.2745395237","-19.6117803493","4","-11.0612755648"
"49",1,"sp|P05694|METE_YEAST","1","104",104,"22722.4633043746","-16.5392694942","87","-8.2706774989"
"50",1,"sp|P05738|RL9A_YEAST","2","37",37,"6782.2534805728","-16.2778981883","32","-7.7079670552"
"51",1,"sp|P05740|RL17A_YEAST","1","17",17,"850.6273481394","-19.2191968769","5","-10.3321720884"
"52",1,"sp|P05743|RL26A_YEAST","1","4",4,"440.5381639955","-19.6335798409","3","-10.5342604132"
"53",1,"sp|P05747|RL29_YEAST","1","3",3,"240.8674578567","-19.3985657164","3","-9.4282187758"
"54",1,"sp|P05749|RL22A_YEAST","1","8",8,"1001.5593351321","-18.3788494094","5","-9.7274733696"
"55",1,"sp|P05750|RS3_YEAST","1","34",34,"6226.7637110619","-16.7306421268","30","-8.1305382272"
"56",1,"sp|P05755|RS9B_YEAST","1","38",38,"1276.8577201869","-18.7169666038","6","-10.1529060402"
"57",1,"sp|P05756|RS13_YEAST","1","34",34,"6233.7513676401","-16.0605381900","34","-7.2814801253"
"58",1,"sp|P06101|CDC37_YEAST","1","6",6,"1477.7135695258","-19.8818609859","6","-11.5285693012"
"59",1,"sp|P06105|SC160_YEAST","1","10",10,"1018.8014226345","-21.6903897556","6","-12.8006042963"
"60",1,"sp|P06106|CYSD_YEAST","1","45",45,"8248.3087292773","-17.2125515985","38","-8.6770265801"
"61",1,"sp|P06168|ILV5_YEAST","1","52",52,"10301.2168993199","-16.7232000379","47","-8.2016582186"
"62",1,"sp|P06367|RS14A_YEAST","2","13",13,"2985.0566121353","-16.9825078553","11","-8.7691386915"
"63",1,"sp|P06738|PHSG_YEAST","1","21",21,"4135.0777235586","-19.2313032416","21","-10.5552044277"
