"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","5",5,"950.9542697337","-18.9757961685","5","-10.3004278670"
"2",1,"sp|O13547|CCW14_YEAST","1","11",11,"2718.3293629217","-17.8239600727","8","-9.9857922647"
"3",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","12",12,"2814.7934489389","-17.0785058628","11","-8.8312152276"
"4",1,"sp|P00175|CYB2_YEAST","1","6",6,"1511.5005405257","-19.9828954037","4","-12.2979888216"
"5",1,"sp|P00358|G3P2_YEAST","1","188",188,"16744.1443927382","-15.6813172570","57","-7.6331239186"
"6",1,"sp|P00359|G3P3_YEAST","1","644",644,"128687.2336799506","-12.7391768808","411","-4.7830193491"
"7",1,"sp|P00360|G3P1_YEAST","1","32",32,"4206.1178727807","-17.6744127288","20","-9.1440858379"
"8",1,"sp|P00445|SODC_YEAST","1","46",46,"11740.5431090593","-15.0852218762","37","-7.1483076765"
"9",1,"sp|P00447|SODM_YEAST","1","13",13,"3481.6180902501","-17.4362907652","12","-9.3701981454"
"10",1,"sp|P00498|HIS1_YEAST","1","3",3,"737.4093723744","-20.0256440411","3","-11.7203311215"
"11",1,"sp|P00560|PGK_YEAST","1","382",382,"103967.6687141094","-13.3723111499","356","-5.3156807886"
"12",1,"sp|P00709ups|LALBA_HUMAN_UPS","1","8",8,"600.2437901846","-19.0507566055","4","-10.0334890068"
"13",1,"sp|P00729|CBPY_YEAST","1","7",7,"1588.6952160495","-19.7593026371","7","-11.3389020149"
"14",1,"sp|P00812|ARGI_YEAST","1","12",12,"525.3178431801","-20.6799784518","3","-11.8853903678"
"15",1,"sp|P00815|HIS2_YEAST","1","21",21,"3181.6405952509","-19.3441433963","20","-10.4110980995"
"16",1,"sp|P00817|IPYR_YEAST","1","45",45,"10315.9434835549","-16.1699656358","41","-7.8983294235"
"17",1,"sp|P00830|ATPB_YEAST","1","53",53,"10222.0842020940","-17.0154245841","43","-8.6618892277"
"18",1,"sp|P00899|TRPE_YEAST","1","10",10,"1519.7034299303","-19.7539147061","9","-10.9068914370"
"19",1,"sp|P00915ups|CAH1_HUMAN_UPS","1","5",5,"488.4687408925","-20.4278922451","3","-11.5283798137"
"20",1,"sp|P00918ups|CAH2_HUMAN_UPS","1","12",12,"2043.2627094792","-18.3577961577","11","-9.6483511705"
"21",1,"sp|P00924|ENO1_YEAST","1","433",433,"19970.3967806150","-15.8235609558","61","-7.9317266334"
"22",1,"sp|P00925|ENO2_YEAST","1","619",619,"42696.0473854465","-14.7273214354","168","-6.4701465481"
"23",1,"sp|P00931|TRP_YEAST","1","15",15,"3788.0062364662","-18.9159902772","15","-10.6496503106"
"24",1,"sp|P00942|TPIS_YEAST","1","303",303,"78428.2316561650","-13.0327577219","282","-4.9056194594"
"25",1,"sp|P00950|PMG1_YEAST","1","74",74,"14844.4041181928","-15.4283825330","61","-7.1086043954"
"26",1,"sp|P00958|SYMC_YEAST","1","5",5,"374.9443565694","-22.3397832617","2","-13.6436435989"
"27",1,"sp|P01008ups|ANT3_HUMAN_UPS","1","36",36,"7172.3194329015","-17.2843103377","35","-8.7165789866"
"28",1,"sp|P01344ups|IGF2_HUMAN_UPS","1","11",11,"2731.6460789189","-15.9881811934","11","-7.6976320732"
"29",1,"sp|P01375ups|TNFA_HUMAN_UPS","1","10",10,"2353.3048620325","-17.4317950987","10","-9.0636671554"
"30",1,"sp|P01579ups|IFNG_HUMAN_UPS","1","8",8,"1342.7083496934","-18.1065879448","7","-9.4434909161"
"31",1,"sp|P02144ups|MYG_HUMAN_UPS","1","5",5,"1570.8692354455","-17.9776873303","5","-10.0264342492"
"32",1,"sp|P02293|H2B1_YEAST","2","21",21,"2592.2940116635","-17.0310562255","20","-7.8024694081"
"33",1,"sp|P02309|H4_YEAST","1","8",8,"795.6255164462","-18.3882016550","6","-9.1925125279"
"34",1,"sp|P02400|RLA4_YEAST","1","23",23,"5206.5303434942","-15.7729000180","21","-7.4800167922"
"35",1,"sp|P02406|RL28_YEAST","1","37",37,"4441.9408463916","-16.4398409183","25","-7.6662868321"
"36",1,"sp|P02407|RS17A_YEAST","2","21",21,"3896.3266814130","-16.4972107766","19","-7.9305098292"
"37",1,"sp|P02557|TBB_YEAST","1","13",13,"1996.8157799932","-19.2102116931","12","-10.3420623558"
"38",1,"sp|P02768ups|ALBU_HUMAN_UPS","1","30",30,"4258.9426341405","-18.4711918396","21","-9.8884816375"
"39",1,"sp|P02787ups|TRFE_HUMAN_UPS","1","32",32,"5106.9244331109","-18.4266756309","29","-9.6402612705"
"40",1,"sp|P02788ups|TRFL_HUMAN_UPS","1","48",48,"8490.0799088174","-17.7186263462","41","-9.1659643972"
"41",1,"sp|P02829|HSP82_YEAST","1","124",124,"2898.0190711962","-19.3064373066","11","-11.1011847000"
"42",1,"sp|P02992|EFTU_YEAST","1","15",15,"2985.1529929724","-18.5655471745","11","-10.4030323523"
"43",1,"sp|P02994|EF1A_YEAST","1","387",387,"104342.4674766248","-13.5058837212","380","-5.3603226812"
"44",1,"sp|P03962|PYRF_YEAST","1","7",7,"1314.1238368146","-19.0384572752","5","-10.8297423382"
"45",1,"sp|P03965|CARB_YEAST","1","16",16,"1355.7754472798","-21.0594488019","6","-12.6327164735"
"46",1,"sp|P04037|COX4_YEAST","1","4",4,"846.3103175681","-18.8887283235","4","-10.3670989067"
"47",1,"sp|P04040ups|CATA_HUMAN_UPS","1","30",30,"5441.4207245332","-17.9667981874","22","-9.6704618721"
"48",1,"sp|P04076|ARLY_YEAST","1","20",20,"2542.3341819293","-18.8805772810","16","-9.9458428847"
"49",1,"sp|P04147|PABP_YEAST","1","41",41,"6368.5626347783","-17.8733222897","31","-9.3092056997"
"50",1,"sp|P04449|RL24A_YEAST","2","13",13,"2433.6213603415","-17.3648822626","12","-8.7821364060"
"51",1,"sp|P04456|RL25_YEAST","1","6",6,"1072.3780179995","-18.4207961460","5","-9.9187935260"
"52",1,"sp|P04801|SYTC_YEAST","1","20",20,"2666.5140826454","-19.4765438839","15","-10.7037201587"
"53",1,"sp|P04802|SYDC_YEAST","1","38",38,"7811.6627891778","-17.5277664228","30","-9.3056174232"
"54",1,"sp|P04806|HXKA_YEAST","1","50",50,"11465.6321467833","-16.7744595218","44","-8.5533838199"
"55",1,"sp|P04807|HXKB_YEAST","1","63",63,"14120.6458555583","-16.4769409104","52","-8.3153472869"
"56",1,"sp|P04840|VDAC1_YEAST","1","34",34,"7591.4146162334","-16.5921520726","31","-8.2814364339"
"57",1,"sp|P04911|H2A1_YEAST","2","6",6,"1806.5121992424","-17.5630497005","5","-9.8134405259"
"58",1,"sp|P05317|RLA0_YEAST","1","20",20,"2954.5550009761","-18.0943239414","14","-9.5690217982"
"59",1,"sp|P05318|RLA1_YEAST","1","2",2,"749.7136695854","-18.5153714207","2","-10.8188949560"
"60",1,"sp|P05319|RLA2_YEAST","1","11",11,"2942.5529021439","-16.5427146802","10","-8.4969668611"
"61",1,"sp|P05413ups|FABPH_HUMAN_UPS","1","15",15,"1493.7212113112","-17.8373457896","10","-8.8134405259"
"62",1,"sp|P05694|METE_YEAST","1","82",82,"16218.4641312002","-16.9353800464","62","-8.7198609585"
"63",1,"sp|P05750|RS3_YEAST","1","45",45,"8480.2595367834","-16.1946447551","38","-7.7499375836"
"64",1,"sp|P05756|RS13_YEAST","1","32",32,"6101.7442394240","-16.0010456085","31","-7.3751829304"
"65",1,"sp|P06101|CDC37_YEAST","1","7",7,"1689.2544122131","-19.5984695297","7","-11.2666131541"
"66",1,"sp|P06105|SC160_YEAST","1","11",11,"1666.7263671142","-20.8898738772","9","-12.1760780698"
"67",1,"sp|P06106|CYSD_YEAST","1","43",43,"7284.6624691901","-17.3014163174","37","-8.6759370021"
"68",1,"sp|P06168|ILV5_YEAST","1","51",51,"9784.1612724902","-16.7071232374","39","-8.4312811256"
"69",1,"sp|P06367|RS14A_YEAST","2","17",17,"3405.2250211576","-16.7021445250","12","-8.6040440837"
"70",1,"sp|P06396ups|GELS_HUMAN_UPS","1","32",32,"5799.6819285362","-18.3962216318","28","-9.8439524136"
"71",1,"sp|P06732ups|KCRM_HUMAN_UPS","1","21",21,"2449.2673614863","-18.6531594991","16","-9.6646216889"
"72",1,"sp|P06738|PHSG_YEAST","1","32",32,"3991.8293006211","-19.1917961724","24","-10.3229956240"
"73",1,"sp|P06787|CALM_YEAST","1","6",6,"1345.1554233956","-18.1437620474","6","-9.7056843455"
"74",1,"sp|P07143|CY1_YEAST","1","6",6,"1002.1825746531","-19.6401802479","5","-11.0405094344"
"75",1,"sp|P07149|FAS1_YEAST","1","111",111,"24010.1794839081","-17.7884000717","90","-9.6012331816"
"76",1,"sp|P07170|KAD2_YEAST","1","11",11,"2287.3067114248","-17.9726286109","10","-9.5634622729"
"77",1,"sp|P07245|C1TC_YEAST","1","23",23,"3761.5118455919","-19.3462463181","18","-10.8067458733"
"78",1,"sp|P07251|ATPA_YEAST","1","28",28,"5170.3763280504","-18.0917057065","25","-9.5372307313"
"79",1,"sp|P07256|QCR1_YEAST","1","10",10,"1837.2187086027","-19.3303895536","10","-10.6050967616"
"80",1,"sp|P07257|QCR2_YEAST","1","28",28,"6454.8058438977","-17.2050508335","26","-8.9140967393"
"81",1,"sp|P07259|PYR1_YEAST","1","167",167,"25912.6930661175","-17.7887150299","125","-9.2376297235"
"82",1,"sp|P07260|IF4E_YEAST","1","15",15,"2787.2089506821","-17.6277510366","13","-9.1252444035"
"83",1,"sp|P07262|DHE4_YEAST","1","77",77,"9489.1853981192","-16.9521268217","37","-8.7080696231"
"84",1,"sp|P07263|SYH_YEAST","1","13",13,"1196.0988526286","-20.2062830920","5","-11.8618035475"
"85",1,"sp|P07267|CARP_YEAST","1","31",31,"4567.1998027628","-17.8423307710","21","-9.3604351764"
"86",1,"sp|P07274|PROF_YEAST","1","13",13,"2361.2074662055","-17.1096176931","13","-8.3678147068"
"87",1,"sp|P07280|RS19A_YEAST","2","26",26,"4764.6643439231","-16.2894129956","24","-7.6759370021"
"88",1,"sp|P07283|PMM_YEAST","1","16",16,"2535.2990501296","-18.0183913354","14","-9.2723042661"
"89",1,"sp|P07284|SYSC_YEAST","1","35",35,"5905.4333683252","-17.6615686846","25","-9.2988673531"
"90",1,"sp|P07342|ILVB_YEAST","1","15",15,"3802.8237101430","-18.8689578066","15","-10.6082501946"
"91",1,"sp|P07806|SYV_YEAST","1","57",57,"6817.2501717016","-18.7111971088","38","-9.9515714448"
"92",1,"sp|P08263ups|GSTA1_HUMAN_UPS","1","3",3,"731.7835238757","-19.6102762989","3","-11.2939145601"
"93",1,"sp|P08417|FUMH_YEAST","1","31",31,"5794.2155403205","-17.7679865632","22","-9.5622802203"
"94",1,"sp|P08524|FPPS_YEAST","1","32",32,"7192.7372931025","-16.9847532848","32","-8.5504061201"
"95",1,"sp|P08566|ARO1_YEAST","1","9",9,"1606.6022405092","-21.3208449820","6","-13.1390071978"
"96",1,"sp|P08758ups|ANXA5_HUMAN_UPS","1","16",16,"1408.3195986572","-19.1953004213","9","-10.2384621137"
"97",1,"sp|P09232|PRTB_YEAST","1","14",14,"1242.8068763744","-20.3688732311","8","-11.4015872831"
"98",1,"sp|P09436|SYIC_YEAST","1","31",31,"5306.0429952735","-19.0303154029","25","-10.5132075021"
"99",1,"sp|P09624|DLDH_YEAST","1","18",18,"2259.1024538956","-19.1590088830","14","-10.2465155847"
"100",1,"sp|P09938|RIR2_YEAST","1","18",18,"3082.2595906128","-18.3881191426","14","-9.9238645156"
"101",1,"sp|P0C0T4|RS25B_YEAST","2","12",12,"2128.3763902836","-17.0369967754","12","-8.2608995029"
"102",1,"sp|P0C0W1|RS22A_YEAST","2","10",10,"2930.6344097254","-16.8430173852","10","-8.7914142196"
"103",1,"sp|P0C0W9|RL11A_YEAST","2","15",15,"2991.1206250017","-17.2341199820","14","-8.7265630752"
"104",1,"sp|P0C2H6|RL27A_YEAST","2","55",55,"14104.1885647498","-14.6412736568","52","-6.4779976245"
"105",1,"sp|P0CX08|DSF1_YEAST","2","20",20,"1923.9501379749","-19.3993347223","13","-10.3620783372"
"106",1,"sp|P0CX23|RL20A_YEAST","2","30",30,"5941.3036683455","-16.2273478045","30","-7.6103486605"
"107",1,"sp|P0CX25|RL43A_YEAST","2","10",10,"1205.6443782123","-17.6256201077","7","-8.8071815354"
"108",1,"sp|P0CX29|RS23A_YEAST","2","7",7,"1027.3222344180","-18.5128828937","6","-9.6859210907"
"109",1,"sp|P0CX31|RS24A_YEAST","2","26",26,"6936.6127384804","-15.6544468323","26","-7.4673503803"
"110",1,"sp|P0CX35|RS4A_YEAST","2","88",88,"20953.0063618863","-15.0106832217","86","-6.6926157433"
"111",1,"sp|P0CX37|RS6A_YEAST","2","45",45,"8819.7263778652","-16.1137717293","43","-7.5473527961"
"112",1,"sp|P0CX39|RS8A_YEAST","2","34",34,"5521.7070059516","-16.5506044308","28","-7.9274757691"
"113",1,"sp|P0CX41|RL23A_YEAST","2","19",19,"2163.8692121823","-17.3562813584","11","-8.7295749657"
"114",1,"sp|P0CX43|RL1A_YEAST","2","14",14,"2795.5880847053","-17.6502620080","11","-9.3930941152"
"115",1,"sp|P0CX45|RL2A_YEAST","2","21",21,"5385.3023725073","-16.9315199141","21","-8.6873417654"
"116",1,"sp|P0CX47|RS11A_YEAST","2","15",15,"2140.0852366744","-17.5595965389","13","-8.6759370021"
"117",1,"sp|P0CX49|RL18A_YEAST","2","14",14,"2257.3183409949","-17.7364114988","12","-9.0451708118"
"118",1,"sp|P0CX51|RS16A_YEAST","2","17",17,"2153.9756611787","-17.4247319669","11","-8.7914142196"
"119",1,"sp|P0CX53|RL12A_YEAST","2","21",21,"4810.2061192279","-16.4720860772","17","-8.3698338744"
"120",1,"sp|P0CX55|RS18A_YEAST","2","25",25,"2999.5703791941","-16.9769312553","19","-8.0328715469"
"121",1,"sp|P0CX80|MTCU1_YEAST","2","3",3,"553.3751690256","-18.1562701018","3","-9.4367493383"
"122",1,"sp|P0CX82|RL19A_YEAST","2","67",67,"13455.5848770980","-15.1839718054","66","-6.6088228063"
"123",1,"sp|P0CX84|RL35A_YEAST","2","22",22,"4691.1727591212","-16.0488045429","17","-7.9104022558"
"124",1,"sp|P10080|SSBP1_YEAST","1","3",3,"821.3808861641","-19.8554116424","3","-11.7056843455"
"125",1,"sp|P10081|IF4A_YEAST","1","70",70,"14113.6605884479","-16.1785511056","61","-7.7859460069"
"126",1,"sp|P10636-8ups|TAU_HUMAN_UPS","1","12",12,"2738.5675585983","-18.6998008208","12","-10.2873717142"
"127",1,"sp|P10869|AK_YEAST","1","3",3,"564.2270364551","-21.2391740267","2","-13.1326336531"
"128",1,"sp|P10963|PCKA_YEAST","1","62",62,"13886.2257052198","-16.6769422963","51","-8.5192114985"
"129",1,"sp|P11076|ARF1_YEAST","1","8",8,"352.8474606540","-20.3745919330","2","-11.5908203885"
"130",1,"sp|P11412|G6PD_YEAST","1","29",29,"4442.5877687909","-18.2006018773","22","-9.6116824604"
"131",1,"sp|P11484|SSB1_YEAST","1","131",131,"4021.3925497786","-18.6239106698","14","-10.5433628431"
"132",1,"sp|P11491|PPB_YEAST","1","8",8,"1599.1700618616","-19.8391974525","6","-11.6506702435"
"133",1,"sp|P11745|RNA1_YEAST","1","8",8,"1445.2311019219","-19.5094473551","8","-10.7598594857"
"134",1,"sp|P12081ups|SYHC_HUMAN_UPS","1","10",10,"649.4462090598","-21.0030092572","4","-12.0994031235"
"135",1,"sp|P12709|G6PI_YEAST","1","92",92,"21521.6451236169","-16.0578882872","75","-7.9758979770"
"136",1,"sp|P13188|SYQ_YEAST","1","8",8,"713.6142793849","-21.5186420819","5","-12.4290422990"
"137",1,"sp|P13663|DHAS_YEAST","1","54",54,"8076.2966299321","-16.8699213325","40","-8.2807990603"
"138",1,"sp|P14020|DPM1_YEAST","1","21",21,"804.2363532762","-19.7468670543","5","-10.8297423382"
"139",1,"sp|P14120|RL30_YEAST","1","8",8,"1543.0357567551","-17.4603366022","6","-9.2202575184"
"140",1,"sp|P14126|RL3_YEAST","1","50",50,"7747.9989582441","-17.0142285746","36","-8.5172392561"
"141",1,"sp|P14540|ALF_YEAST","1","277",277,"64780.6770865990","-13.8422109701","245","-5.6421765962"
"142",1,"sp|P14742|GFA1_YEAST","1","20",20,"2898.9307102882","-19.3221710363","15","-10.6699132145"
"143",1,"sp|P14832|CYPH_YEAST","1","31",31,"5146.9408061819","-16.3479973907","20","-8.1088964094"
"144",1,"sp|P14843|AROF_YEAST","1","2",2,"538.3174674059","-20.7967148949","2","-12.6223559619"
"145",1,"sp|P14904|AMPL_YEAST","1","7",7,"1217.0733920349","-20.0940709594","7","-11.2892441286"
"146",1,"sp|P15019|TAL1_YEAST","1","32",32,"5555.0967199888","-17.2860678331","28","-8.6716368647"
"147",1,"sp|P15108|HSC82_YEAST","1","147",147,"6785.8422230842","-18.0708141392","30","-9.6455633531"
"148",1,"sp|P15180|SYKC_YEAST","1","24",24,"1554.5996046015","-19.9423338441","6","-11.7130263209"
"149",1,"sp|P15454|KGUA_YEAST","1","9",9,"1928.8061734137","-17.9710488647","7","-9.8305140393"
"150",1,"sp|P15559ups|NQO1_HUMAN_UPS","1","8",8,"1667.8306645633","-18.7266469004","6","-10.5987691416"
"151",1,"sp|P15624|SYFB_YEAST","1","12",12,"2673.6516579551","-19.1697969233","10","-10.9857922647"
"152",1,"sp|P15625|SYFA_YEAST","1","26",26,"4413.2255599102","-18.2044436829","22","-9.6059574726"
"153",1,"sp|P15703|BGL2_YEAST","1","18",18,"2787.5147395459","-18.1829019917","15","-9.4741027527"
"154",1,"sp|P15705|STI1_YEAST","1","55",55,"11931.5198723535","-16.9972804778","47","-8.7385094736"
"155",1,"sp|P15873|PCNA_YEAST","1","11",11,"1707.3013177469","-18.6113721350","11","-9.6427701382"
"156",1,"sp|P15891|ABP1_YEAST","1","24",24,"5679.1413007858","-18.0756431366","21","-9.9081104443"
"157",1,"sp|P15992|HSP26_YEAST","1","30",30,"5980.4568602796","-16.5330738655","24","-8.2474789871"
"158",1,"sp|P16083ups|NQO2_HUMAN_UPS","1","10",10,"1350.4837885943","-18.7838763077","7","-10.1291096303"
"159",1,"sp|P16120|THRC_YEAST","1","43",43,"7371.4072769274","-17.4955470567","30","-9.1897084550"
"160",1,"sp|P16140|VATB_YEAST","1","47",47,"8550.0255326447","-17.2899543204","43","-8.6787302170"
"161",1,"sp|P16387|ODPA_YEAST","1","2",2,"300.1264465744","-21.8224657388","2","-12.8052200191"
"162",1,"sp|P16474|BIP_YEAST","1","26",26,"3225.7285983029","-19.0958654472","18","-10.3346774290"
"163",1,"sp|P16547|OM45_YEAST","1","12",12,"1982.7055353768","-19.0027776513","12","-10.1243975030"
"164",1,"sp|P16550|APA1_YEAST","1","3",3,"1369.6844074635","-19.2444485491","3","-11.8324414878"
"165",1,"sp|P16861|PFKA1_YEAST","1","62",62,"11457.3571422978","-17.8005664606","45","-9.5460276795"
"166",1,"sp|P16862|PFKA2_YEAST","1","60",60,"13787.1176506710","-17.4920006115","51","-9.3239361645"
"167",1,"sp|P17255|VATA_YEAST","1","90",90,"11714.0299781704","-17.8864397566","62","-9.2015209558"
"168",1,"sp|P17423|KHSE_YEAST","1","11",11,"1424.6910232384","-19.3409937705","8","-10.5707547654"
"169",1,"sp|P17505|MDHM_YEAST","1","43",43,"10492.0755238583","-16.3643386784","38","-8.2267512805"
"170",1,"sp|P17536|TPM1_YEAST","1","28",28,"5941.0140563359","-16.4377779970","21","-8.3352816992"
"171",1,"sp|P17555|CAP_YEAST","1","2",2,"503.9820302078","-21.3993373681","2","-13.1298934907"
"172",1,"sp|P17649|GABAT_YEAST","1","16",16,"2374.9895220273","-19.0035246794","12","-10.3855952503"
"173",1,"sp|P17709|HXKG_YEAST","1","17",17,"2191.3855401983","-19.2058035366","11","-10.5973271674"
"174",1,"sp|P17967|PDI_YEAST","1","19",19,"3368.7798661086","-18.6475424167","16","-10.1188804980"
"175",1,"sp|P18562|UPP_YEAST","1","6",6,"1047.7314193989","-19.0594811438","5","-10.5239339087"
"176",1,"sp|P19097|FAS2_YEAST","1","116",116,"17481.2261812520","-18.1260068081","76","-9.7249256956"
"177",1,"sp|P19262|ODO2_YEAST","1","15",15,"1877.1185387249","-19.3182112034","10","-10.6239147898"
"178",1,"sp|P19358|METK2_YEAST","1","10",10,"918.9886689384","-20.0787061007","3","-12.0909745014"
"179",1,"sp|P19414|ACON_YEAST","1","114",114,"18093.2797501350","-16.7981068810","82","-8.3370488418"
"180",1,"sp|P19882|HSP60_YEAST","1","62",62,"11798.6784649852","-16.9711805436","50","-8.6069896484"
"181",1,"sp|P20051|PYRC_YEAST","1","15",15,"3355.4663172525","-18.1331439434","10","-10.2768410467"
"182",1,"sp|P20081|FKBP_YEAST","1","9",9,"1927.9343764424","-17.2576966470","8","-8.9238645156"
"183",1,"sp|P20459|IF2A_YEAST","1","10",10,"1349.4208828113","-19.1874496984","5","-11.0169739200"
"184",1,"sp|P20606|SAR1_YEAST","1","10",10,"1551.3632593903","-18.3081816466","6","-10.0758676090"
"185",1,"sp|P20967|ODO1_YEAST","1","16",16,"2941.4765892807","-19.8011639612","12","-11.4918539377"
"186",1,"sp|P21243|PSA1_YEAST","1","6",6,"774.4067597560","-19.7179790509","5","-10.7463263300"
"187",1,"sp|P21576|VPS1_YEAST","1","17",17,"2628.3060971413","-19.4371608928","15","-10.6435155244"
"188",1,"sp|P22133|MDHC_YEAST","1","10",10,"1137.3075059735","-19.7446609078","7","-10.8420402926"
"189",1,"sp|P22137|CLH_YEAST","1","33",33,"6375.7879756727","-19.3901299338","27","-11.0269580085"
"190",1,"sp|P22146|GAS1_YEAST","1","8",8,"2171.8892978398","-19.3796164810","8","-11.2176789743"
"191",1,"sp|P22203|VATE_YEAST","1","8",8,"1953.6396074032","-18.2698843686","8","-9.9551606461"
"192",1,"sp|P22217|TRX1_YEAST","1","9",9,"2761.5128154510","-16.5929042830","8","-8.7774750286"
"193",1,"sp|P22515|UBA1_YEAST","1","20",20,"3493.7657334978","-19.5670797035","12","-11.5060120007"
"194",1,"sp|P22768|ASSY_YEAST","1","21",21,"4027.3574604364","-18.0762745673","16","-9.8052200191"
"195",1,"sp|P22803|TRX2_YEAST","1","13",13,"2026.6450370477","-17.0532088708","10","-8.4694861247"
"196",1,"sp|P22943|HSP12_YEAST","1","56",56,"9556.3367710798","-14.8835892070","38","-6.6112313128"
"197",1,"sp|P23248|RS3A2_YEAST","1","35",35,"414.5617323252","-20.6365571609","2","-12.0853279383"
"198",1,"sp|P23254|TKT1_YEAST","1","63",63,"9656.0400586982","-17.5098218533","48","-8.9154029368"
"199",1,"sp|P23301|IF5A1_YEAST","1","33",33,"9097.3400189986","-15.4810385514","33","-7.3412011310"
"200",1,"sp|P23542|AATC_YEAST","1","10",10,"1606.0677101604","-19.3956889938","8","-10.7983336335"
"201",1,"sp|P23641|MPCP_YEAST","1","14",14,"2315.5358030512","-18.4412872842","14","-9.5643903495"
"202",1,"sp|P23644|TOM40_YEAST","1","3",3,"650.2506895709","-20.5889844053","3","-12.1022017568"
"203",1,"sp|P24280|SEC14_YEAST","1","11",11,"2486.4539829310","-18.3057003605","11","-9.8794703962"
"204",1,"sp|P25087|ERG6_YEAST","1","10",10,"1892.1378451656","-19.0330459652","10","-10.3502469885"
"205",1,"sp|P25293|NAP1_YEAST","1","3",3,"617.1753675248","-20.7720137640","3","-12.2099155741"
"206",1,"sp|P25294|SIS1_YEAST","1","17",17,"2213.2035345028","-18.6851580641","12","-9.9654436193"
"207",1,"sp|P25373|GLRX1_YEAST","1","9",9,"1328.7423705116","-17.7431608839","7","-9.0649792929"
"208",1,"sp|P25443|RS2_YEAST","1","26",26,"3902.7430218434","-17.3960587943","16","-9.0796591882"
"209",1,"sp|P25491|MAS5_YEAST","1","10",10,"993.5081435948","-20.0572159132","5","-11.4450034395"
"210",1,"sp|P25605|ILV6_YEAST","1","10",10,"1037.5172704716","-19.5901902546","5","-11.0405094344"
"211",1,"sp|P25694|CDC48_YEAST","1","42",42,"7914.4727657856","-18.0930017194","40","-9.4746787939"
"212",1,"sp|P25719|CYPC_YEAST","1","14",14,"1710.8637222342","-18.1049323711","11","-9.1393375230"
"213",1,"sp|P26321|RL5_YEAST","1","21",21,"4840.7946141915","-17.3109378145","18","-9.1353686208"
"214",1,"sp|P26637|SYLC_YEAST","1","38",38,"5977.2079017939","-18.8825032740","29","-10.3231059260"
"215",1,"sp|P26783|RS5_YEAST","1","27",27,"4650.2605183792","-16.9683322280","22","-8.4453240740"
"216",1,"sp|P26784|RL16A_YEAST","1","8",8,"781.9334614702","-19.3633694470","4","-10.7275991220"
"217",1,"sp|P26785|RL16B_YEAST","1","15",15,"2684.1724296348","-17.5767418461","12","-9.1353686208"
"218",1,"sp|P26786|RS7A_YEAST","1","31",31,"4075.7183342438","-16.9146638339","17","-8.5733672685"
"219",1,"sp|P28240|ACEA_YEAST","1","35",35,"7357.4304136430","-17.6141941035","29","-9.3545270236"
"220",1,"sp|P28241|IDH2_YEAST","1","23",23,"5032.1241923482","-17.5681720562","18","-9.4485265060"
"221",1,"sp|P28272|PYRD_YEAST","1","33",33,"6287.0680241714","-17.0140959545","24","-8.8006327496"
"222",1,"sp|P28707|SBA1_YEAST","1","2",2,"322.7157320021","-20.7584142662","2","-11.8458620036"
"223",1,"sp|P28777|AROC_YEAST","1","7",7,"1016.7056789807","-19.9025493290","4","-11.6455633531"
"224",1,"sp|P28834|IDH1_YEAST","1","28",28,"5058.9074941256","-17.5248898161","24","-8.9978650970"
"225",1,"sp|P29453|RL8B_YEAST","1","60",60,"4216.6293715581","-17.2957723595","17","-9.0035116602"
"226",1,"sp|P29547|EF1G1_YEAST","1","8",8,"1302.6015948641","-19.6874342064","7","-10.9805871056"
"227",1,"sp|P29952|MPI_YEAST","1","22",22,"2663.3446065510","-18.7034573069","16","-9.8358083389"
"228",1,"sp|P30624|LCF1_YEAST","1","15",15,"2170.6802988382","-19.7049264310","10","-11.2202575184"
"229",1,"sp|P30822|XPO1_YEAST","1","7",7,"442.7229245399","-22.6295356354","3","-13.5881610421"
"230",1,"sp|P31116|DHOM_YEAST","1","21",21,"4684.3187619451","-17.6318633595","14","-9.7714596132"
