"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13547|CCW14_YEAST","1","12",12,"3129.4341938921","-17.7023821186","10","-9.6424550789"
"2",1,"sp|O14467|MBF1_YEAST","1","6",6,"979.5658195079","-18.7216565949","4","-10.3079701498"
"3",1,"sp|P00175|CYB2_YEAST","1","13",13,"2359.8420394468","-19.4217902217","9","-11.1066547293"
"4",1,"sp|P00358|G3P2_YEAST","1","144",144,"7124.8820775056","-16.9956394895","20","-9.1226767470"
"5",1,"sp|P00359|G3P3_YEAST","1","551",551,"125079.4093700648","-12.8618051244","349","-4.9975216157"
"6",1,"sp|P00360|G3P1_YEAST","1","25",25,"4112.2273290296","-17.7885856054","21","-9.0522874191"
"7",1,"sp|P00427|COX6_YEAST","1","8",8,"867.9173298606","-18.8672900244","5","-9.9570906813"
"8",1,"sp|P00431|CCPR_YEAST","1","3",3,"755.5108695386","-20.3537968049","3","-11.9804579367"
"9",1,"sp|P00445|SODC_YEAST","1","34",34,"9952.7950127685","-15.4051510053","31","-7.3821556408"
"10",1,"sp|P00447|SODM_YEAST","1","13",13,"4575.8574010746","-17.1236102458","12","-9.3487890545"
"11",1,"sp|P00498|HIS1_YEAST","1","5",5,"1251.7367607842","-19.3438541190","5","-10.9619564364"
"12",1,"sp|P00560|PGK_YEAST","1","324",324,"99596.6307965983","-13.5158808791","302","-5.5316003893"
"13",1,"sp|P00729|CBPY_YEAST","1","8",8,"1128.8744286468","-20.3338636147","5","-11.8029197511"
"14",1,"sp|P00812|ARGI_YEAST","1","13",13,"1925.2112613912","-18.8878277944","11","-9.9895121590"
"15",1,"sp|P00815|HIS2_YEAST","1","13",13,"1588.9773628054","-20.4274193160","10","-11.3896890086"
"16",1,"sp|P00817|IPYR_YEAST","1","40",40,"10765.4238089195","-16.1900399105","39","-7.9490701183"
"17",1,"sp|P00830|ATPB_YEAST","1","50",50,"12297.8064702959","-16.8303165723","48","-8.4817823907"
"18",1,"sp|P00899|TRPE_YEAST","1","13",13,"2551.9149107621","-19.0877279060","13","-10.3549676294"
"19",1,"sp|P00924|ENO1_YEAST","1","388",388,"12961.6244789776","-16.5287810270","45","-8.3492017837"
"20",1,"sp|P00925|ENO2_YEAST","1","621",621,"65265.5265644632","-14.1967064120","224","-6.0336999580"
"21",1,"sp|P00931|TRP_YEAST","1","18",18,"5436.7836153674","-18.4762791897","17","-10.4476689741"
"22",1,"sp|P00942|TPIS_YEAST","1","252",252,"64940.4405458940","-13.3866172386","221","-5.2358591615"
"23",1,"sp|P00950|PMG1_YEAST","1","59",59,"14252.6231013098","-15.5686778692","56","-7.2105777201"
