"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13516|RS9A_YEAST","1","26",26,"179.2506585260","-21.4833490084","1","-12.7438293224"
"2",1,"sp|O13547|CCW14_YEAST","1","16",16,"5012.0181109230","-16.9507736486","16","-9.0165952663"
"3",1,"sp|O43137|YB085_YEAST","1","6",6,"882.6598694886","-17.9708089377","5","-9.2092403442"
"4",1,"sp|P00044|CYC1_YEAST","1","15",15,"963.5376146475","-18.2031189452","4","-9.8899618277"
"5",1,"sp|P00128|QCR7_YEAST","1","5",5,"587.6144359393","-19.1370904558","4","-10.1104621897"
"6",1,"sp|P00175|CYB2_YEAST","1","5",5,"1140.7643856714","-20.3983609862","3","-12.7438293224"
"7",1,"sp|P00358|G3P2_YEAST","1","192",192,"12216.2039894069","-16.1456627917","40","-8.1748888394"
"8",1,"sp|P00359|G3P3_YEAST","1","534",534,"113732.5227247818","-12.9268858913","327","-5.1436701088"
"9",1,"sp|P00360|G3P1_YEAST","1","39",39,"5376.3382134048","-17.3297630468","27","-8.7419294321"
"10",1,"sp|P00445|SODC_YEAST","1","48",48,"13999.7056082123","-14.8408094691","43","-6.9622992889"
"11",1,"sp|P00447|SODM_YEAST","1","9",9,"2459.5809766139","-17.9471211042","9","-9.8160386462"
"12",1,"sp|P00560|PGK_YEAST","1","378",378,"104085.6629965655","-13.3801596794","350","-5.3710061093"
"13",1,"sp|P00729|CBPY_YEAST","1","6",6,"1501.6605853253","-19.8500711859","6","-11.5920974377"
"14",1,"sp|P00812|ARGI_YEAST","1","9",9,"1054.2288540249","-19.6845377962","7","-10.6938009480"
"15",1,"sp|P00815|HIS2_YEAST","1","21",21,"3012.3444360883","-19.4325124667","18","-10.5939041944"
"16",1,"sp|P00817|IPYR_YEAST","1","45",45,"10518.0697265857","-16.1514563790","40","-7.9647563347"
