"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O13547|CCW14_YEAST","1","12",12,"3609.9512998936","-17.5075878671","11","-9.5115622990"
"2",1,"sp|O14467|MBF1_YEAST","1","5",5,"862.5215649168","-18.9165217848","4","-10.3145808937"
"3",1,"sp|P00175|CYB2_YEAST","1","9",9,"2760.5052499499","-19.2068314536","9","-11.1132654731"
"4",1,"sp|P00358|G3P2_YEAST","1","130",130,"5717.1912154070","-17.3244823666","17","-9.3637527444"
"5",1,"sp|P00359|G3P3_YEAST","1","512",512,"123299.9813338670","-12.8937601385","336","-5.0588981629"
"6",1,"sp|P00360|G3P1_YEAST","1","28",28,"4576.6410689433","-17.6454997591","18","-9.2812905842"
"7",1,"sp|P00427|COX6_YEAST","1","7",7,"735.6618192136","-19.1170882213","4","-10.2856295200"
"8",1,"sp|P00445|SODC_YEAST","1","29",29,"7511.6207143090","-15.8224118004","26","-7.6425229769"
"9",1,"sp|P00447|SODM_YEAST","1","14",14,"4236.2064463147","-17.2461627239","13","-9.2399225808"
"10",1,"sp|P00498|HIS1_YEAST","1","8",8,"1850.8272382570","-18.7908983631","6","-10.7055327744"
"11",1,"sp|P00560|PGK_YEAST","1","267",267,"80208.2422646926","-13.8395106047","252","-5.7993359490"
"12",1,"sp|P00729|CBPY_YEAST","1","6",6,"683.0890209498","-21.0698864042","5","-11.8095304949"
"13",1,"sp|P00812|ARGI_YEAST","1","14",14,"2100.8877724451","-18.7731287488","13","-9.7551148033"
"14",1,"sp|P00815|HIS2_YEAST","1","9",9,"1406.4001651713","-20.6147940262","8","-11.7182278473"
"15",1,"sp|P00817|IPYR_YEAST","1","40",40,"11578.6265940779","-16.0962641728","39","-7.9556808621"
"16",1,"sp|P00830|ATPB_YEAST","1","45",45,"10060.3639638431","-17.1313183644","41","-8.7158036307"
"17",1,"sp|P00890|CISY1_YEAST","1","31",31,"7192.6334944599","-17.5221112316","29","-9.1220770049"
"18",1,"sp|P00899|TRPE_YEAST","1","10",10,"1794.2301926973","-19.6072264211","10","-10.7400899964"
"19",1,"sp|P00924|ENO1_YEAST","1","369",369,"13014.0412743782","-16.5342418185","45","-8.3558125275"
"20",1,"sp|P00925|ENO2_YEAST","1","524",524,"45351.0766025912","-14.7331740532","162","-6.5078156209"
"21",1,"sp|P00931|TRP_YEAST","1","29",29,"7612.8576616360","-18.0018777789","28","-9.7343876371"
"22",1,"sp|P00937|TRPG_YEAST","1","6",6,"1067.6220260164","-20.2892117406","4","-11.9950393916"
"23",1,"sp|P00942|TPIS_YEAST","1","232",232,"59482.2370851507","-13.5245587866","205","-5.3508923652"
"24",1,"sp|P00950|PMG1_YEAST","1","53",53,"11683.2668214434","-15.8667448846","52","-7.3241036678"
"25",1,"sp|P01094|IPA3_YEAST","1","2",2,"523.7242592345","-18.4853329816","2","-10.1636389956"
"26",1,"sp|P01097|ATIF_YEAST","1","2",2,"244.1490134309","-19.9083065610","2","-10.4855670905"
"27",1,"sp|P01120|RAS2_YEAST","1","6",6,"1608.8811787087","-19.1096085743","5","-11.0851649376"
"28",1,"sp|P02293|H2B1_YEAST","2","14",14,"1985.5152479527","-17.5086590396","13","-8.4091594377"
"29",1,"sp|P02309|H4_YEAST","1","8",8,"539.0962960826","-19.0426351030","3","-10.1777141808"
"30",1,"sp|P02400|RLA4_YEAST","1","25",25,"5485.1308034162","-15.7905831670","24","-7.2725733671"
"31",1,"sp|P02406|RL28_YEAST","1","37",37,"4664.9813999808","-16.4620466699","32","-7.2953446748"
"32",1,"sp|P02407|RS17A_YEAST","2","29",29,"4586.9377867122","-16.3546809795","25","-7.5197828058"
"33",1,"sp|P02557|TBB_YEAST","1","13",13,"2372.9454303489","-19.0541209095","13","-10.2117867912"
"34",1,"sp|P02829|HSP82_YEAST","1","124",124,"6139.7461476357","-18.3162122880","24","-9.9608554709"
"35",1,"sp|P02992|EFTU_YEAST","1","9",9,"1872.2012007708","-19.3315034617","9","-10.6777406224"
"36",1,"sp|P02994|EF1A_YEAST","1","277",277,"74609.2785901109","-14.0826701128","269","-5.8439175799"
"37",1,"sp|P03962|PYRF_YEAST","1","26",26,"5831.7316526895","-16.9815210745","26","-8.4364323679"
"38",1,"sp|P03965|CARB_YEAST","1","32",32,"5723.5893691507","-19.0745337795","27","-10.4479931250"
"39",1,"sp|P04037|COX4_YEAST","1","5",5,"889.8129291537","-18.9092999172","5","-10.0303724647"
"40",1,"sp|P04076|ARLY_YEAST","1","26",26,"3708.6734483306","-18.4287146186","22","-9.4716129190"
"41",1,"sp|P04147|PABP_YEAST","1","43",43,"9050.1956748992","-17.4592280018","42","-8.8562862402"
"42",1,"sp|P04456|RL25_YEAST","1","9",9,"1805.3862895551","-17.7621890414","8","-9.2259232738"
"43",1,"sp|P04801|SYTC_YEAST","1","21",21,"3260.7782471882","-19.2791693988","17","-10.5083495659"
"44",1,"sp|P04802|SYDC_YEAST","1","59",59,"12977.9770847677","-16.8882893770","54","-8.4428221695"
"45",1,"sp|P04806|HXKA_YEAST","1","55",55,"12331.0414998282","-16.7623676632","46","-8.4744551353"
"46",1,"sp|P04807|HXKB_YEAST","1","63",63,"14990.5547078291","-16.4835801175","54","-8.2461011558"
"47",1,"sp|P04840|VDAC1_YEAST","1","41",41,"10693.7843146130","-16.1907071421","37","-8.0113810315"
"48",1,"sp|P04911|H2A1_YEAST","2","7",7,"2304.0579433992","-17.3049665989","6","-9.5356077730"
"49",1,"sp|P05317|RLA0_YEAST","1","18",18,"3316.6587039457","-18.0204211359","17","-9.2741155319"
"50",1,"sp|P05318|RLA1_YEAST","1","5",5,"1493.5297242453","-17.6139439824","5","-9.4821685140"
"51",1,"sp|P05319|RLA2_YEAST","1","11",11,"3743.3592794860","-16.2883364112","11","-8.3446649903"
"52",1,"sp|P05626|ATPF_YEAST","1","6",6,"1325.4630454392","-18.9889903681","6","-10.4219509912"
"53",1,"sp|P05694|METE_YEAST","1","85",85,"19387.9416232634","-16.7707445072","76","-8.4113314084"
"54",1,"sp|P05737|RL7A_YEAST","2","44",44,"12817.4587787914","-15.7154484630","42","-7.6145960691"
"55",1,"sp|P05739|RL6B_YEAST","1","7",7,"461.3859426431","-20.0401351427","3","-10.9506452722"
"56",1,"sp|P05743|RL26A_YEAST","1","23",23,"569.4468415028","-19.2658010889","4","-10.0648608411"
"57",1,"sp|P05749|RL22A_YEAST","1","9",9,"1338.1302229099","-17.9633941939","7","-9.1876844695"
"58",1,"sp|P05750|RS3_YEAST","1","38",38,"8201.0558942258","-16.3358304038","35","-7.8537837330"
"59",1,"sp|P05756|RS13_YEAST","1","9",9,"1627.1744163370","-18.0007853163","8","-9.3145808937"
"60",1,"sp|P06101|CDC37_YEAST","1","7",7,"1574.1422768693","-19.7931771101","7","-11.2518148070"
"61",1,"sp|P06103|EIF3B_YEAST","1","7",7,"1442.9865038327","-20.5112309187","7","-11.8443604791"
"62",1,"sp|P06105|SC160_YEAST","1","17",17,"3328.6906301781","-19.9848232561","13","-11.6307650060"
"63",1,"sp|P06106|CYSD_YEAST","1","30",30,"6320.9186671180","-17.5990310932","29","-9.0126110256"
"64",1,"sp|P06168|ILV5_YEAST","1","56",56,"12644.4801275332","-16.4300225041","51","-8.0294596554"
"65",1,"sp|P06367|RS14A_YEAST","2","21",21,"4867.8034925961","-16.2795106319","20","-7.8522801424"
"66",1,"sp|P06738|PHSG_YEAST","1","32",32,"5231.1917549466","-18.8945934470","26","-10.1927200594"
"67",1,"sp|P06780|RHO1_YEAST","1","7",7,"1061.7783075491","-19.0856260382","7","-9.9761803644"
"68",1,"sp|P06787|CALM_YEAST","1","7",7,"1268.8984814666","-18.3208451725","7","-9.4684935771"
"69",1,"sp|P07143|CY1_YEAST","1","8",8,"1103.9127367061","-19.5935863733","6","-10.7626766815"
"70",1,"sp|P07149|FAS1_YEAST","1","102",102,"26056.3860215258","-17.7632961616","97","-9.4783750886"
"71",1,"sp|P07170|KAD2_YEAST","1","30",30,"5529.9608459986","-16.7918960789","21","-8.4782745979"
"72",1,"sp|P07213|TOM70_YEAST","1","3",3,"781.2750068594","-21.0899737895","3","-12.7603403328"
"73",1,"sp|P07244|PUR2_YEAST","1","2",2,"1033.5476716438","-21.0646029712","2","-13.7236345808"
"74",1,"sp|P07245|C1TC_YEAST","1","35",35,"7250.8899651715","-18.4922877711","29","-10.1038915325"
"75",1,"sp|P07246|ADH3_YEAST","1","10",10,"1361.7636836995","-19.5700198995","9","-10.4569979383"
"76",1,"sp|P07251|ATPA_YEAST","1","30",30,"6081.1295803102","-17.9505225663","29","-9.3083075789"
"77",1,"sp|P07256|QCR1_YEAST","1","14",14,"2596.2288289073","-18.9243822868","14","-10.1048715873"
"78",1,"sp|P07257|QCR2_YEAST","1","49",49,"13760.0879238728","-16.2058936509","48","-8.0147756097"
"79",1,"sp|P07259|PYR1_YEAST","1","176",176,"32882.4316462826","-17.5379439003","154","-8.9218291204"
"80",1,"sp|P07260|IF4E_YEAST","1","24",24,"5095.9566148406","-16.8501061035","21","-8.4185683518"
"81",1,"sp|P07262|DHE4_YEAST","1","48",48,"9314.4714407726","-17.0718240613","35","-8.7734416247"
"82",1,"sp|P07263|SYH_YEAST","1","9",9,"1528.8280363582","-19.9450804787","8","-11.1689332953"
"83",1,"sp|P07264|LEUC_YEAST","1","5",5,"469.1023133883","-22.1622544757","2","-13.6816556724"
"84",1,"sp|P07267|CARP_YEAST","1","27",27,"7325.6572691381","-17.2535693699","27","-8.9830667499"
"85",1,"sp|P07274|PROF_YEAST","1","17",17,"5088.6054576283","-16.0947590648","17","-7.9659932366"
"86",1,"sp|P07278|KAPR_YEAST","1","9",9,"999.0910336811","-20.1665011540","6","-11.1916533718"
"87",1,"sp|P07280|RS19A_YEAST","2","27",27,"4398.6895157092","-16.4976007084","21","-7.8537837330"
