"group_number","probability","protein_name","n_indistinguishable_proteins","total_number_peptides","total_number_distinct_peptides","Spectral index","Normalized spectral index","number of quantified peptides","Normalized spectral abundance factor"
"1",1,"sp|O00762ups|UBE2C_HUMAN_UPS","1","10",10,"2360.7676419841","-17.6749943955","10","-9.3055433141"
"2",1,"sp|O13547|CCW14_YEAST","1","11",11,"3538.2128762387","-17.4546658997","11","-9.5314760931"
"3",1,"sp|O76070ups|SYUG_HUMAN_UPS","1","41",41,"9857.9582595961","-15.2812524591","33","-7.2513681739"
"4",1,"sp|P00044|CYC1_YEAST","2","11",11,"848.3773381567","-18.3882753221","4","-9.8642742732"
"5",1,"sp|P00167ups|CYB5_HUMAN_UPS","1","32",32,"6629.1091703805","-15.7833369917","26","-7.5249332472"
"6",1,"sp|P00358|G3P2_YEAST","1","166",166,"5800.8038014178","-17.2216555936","15","-9.5642387842"
"7",1,"sp|P00359|G3P3_YEAST","1","577",577,"98726.9594935881","-13.1325362261","322","-5.1402125017"
"8",1,"sp|P00360|G3P1_YEAST","1","30",30,"3974.5847416085","-17.7671042802","21","-9.0788119570"
"9",1,"sp|P00445|SODC_YEAST","1","37",37,"10964.0202949042","-15.1949505287","34","-7.2754136479"
"10",1,"sp|P00447|SODM_YEAST","1","8",8,"3138.5138681857","-17.5969735475","8","-9.9602760931"
"11",1,"sp|P00560|PGK_YEAST","1","304",304,"75396.4534918313","-13.8468839465","263","-5.7576106773"
"12",1,"sp|P00709ups|LALBA_HUMAN_UPS","1","23",23,"1387.3693062373","-17.8530316197","7","-9.2312495317"
"13",1,"sp|P00729|CBPY_YEAST","1","6",6,"995.8467090006","-20.4441558321","6","-11.5664098832"
"14",1,"sp|P00812|ARGI_YEAST","1","11",11,"1087.0251133142","-19.6418620827","6","-10.8905058148"
"15",1,"sp|P00815|HIS2_YEAST","1","17",17,"2711.6423415339","-19.5857537762","16","-10.7381416414"
"16",1,"sp|P00817|IPYR_YEAST","1","48",48,"12451.0635637421","-15.9095788365","46","-7.7374349191"
"17",1,"sp|P00830|ATPB_YEAST","1","59",59,"13714.3339940114","-16.6024358100","55","-8.3119097159"
"18",1,"sp|P00890|CISY1_YEAST","1","46",46,"8998.0290808537","-17.1171418028","38","-8.7520442807"
"19",1,"sp|P00899|TRPE_YEAST","1","10",10,"1750.2922411511","-19.5611150989","10","-10.7600037906"
"20",1,"sp|P00915ups|CAH1_HUMAN_UPS","1","12",12,"1837.2823672032","-18.5276634321","10","-9.7965296666"
"21",1,"sp|P00918ups|CAH2_HUMAN_UPS","1","25",25,"4923.7929277407","-17.0999071844","20","-8.7909701412"
"22",1,"sp|P00924|ENO1_YEAST","1","437",437,"22040.3173975110","-15.6922853613","63","-7.8902994944"
"23",1,"sp|P00925|ENO2_YEAST","1","597",597,"45456.0110952577","-14.6479592724","171","-6.4497269031"
"24",1,"sp|P00931|TRP_YEAST","1","19",19,"3682.8239722003","-18.9676229490","15","-10.6547657576"
"25",1,"sp|P00942|TPIS_YEAST","1","324",324,"79933.6424775209","-13.0163343696","294","-4.8506139140"
"26",1,"sp|P00950|PMG1_YEAST","1","80",80,"18387.9387820859","-15.1305483551","68","-6.9569943388"
